Generation,Best_F,Mean_F,Fittest_ID,Highest_Count,Most_Common_ID,Highest_Mem,Mean_Mem,Most_Mem_ID
4282,322692.300,319011.334,65,890,65,3,3.000,47
4283,322276.300,318801.979,65,914,65,3,2.999,47
4284,322099.300,318578.927,65,955,65,3,3.000,47
4285,321095.300,317008.248,65,988,65,4,3.001,473
4286,321972.300,317465.389,65,949,65,3,3.000,47
4287,321686.300,317143.557,65,954,65,4,3.001,473
4288,322583.300,318576.960,65,983,65,4,3.001,473
4289,323169.300,319554.480,88,985,65,4,3.004,473
4290,322941.300,318121.773,88,958,65,4,3.004,473
4291,323610.300,318620.304,88,980,65,4,3.003,473
4292,323765.300,318434.310,88,980,65,4,3.002,473
4293,323209.300,318895.019,88,977,65,4,3.003,473
4294,322461.300,318004.058,88,974,65,4,3.005,473
4295,323187.300,318520.660,88,985,65,4,3.002,537
4296,324240.300,318687.570,88,980,65,4,3.002,537
4297,321516.300,318253.523,88,925,65,4,3.002,465
4298,320726.300,317715.422,65,918,65,4,3.002,465
4299,320934.300,317754.713,97,954,65,4,3.002,465
4300,320999.300,318723.058,88,952,65,4,3.001,465
4301,321599.300,318699.938,88,973,65,4,2.999,465
4302,320793.300,317659.658,65,914,65,4,3.001,520
4303,321461.300,318427.220,65,947,65,4,3.001,520
4304,321832.300,318774.796,65,951,65,3,3.000,49
4305,321986.300,318889.992,88,953,65,3,3.000,49
4306,323073.300,319159.550,88,944,65,3,3.000,49
4307,322452.300,317901.807,88,962,65,3,3.000,49
4308,321272.300,316802.101,88,966,65,3,3.000,49
4309,321724.300,317940.965,88,979,65,4,3.001,209
4310,323151.300,318475.166,88,959,65,4,3.001,209
4311,323877.300,318027.537,88,954,65,3,2.999,49
4312,323556.300,317304.229,88,962,65,4,3.001,529
4313,321499.300,316913.791,88,936,65,3,3.000,49
4314,321525.300,317931.207,65,928,65,3,3.000,49
4315,322207.300,318453.009,88,963,65,3,2.999,49
4316,322391.300,317634.701,88,937,65,4,3.001,529
4317,324962.300,319317.505,88,970,65,4,3.001,529
4318,324483.300,319570.694,88,983,65,4,3.001,529
4319,324081.300,320031.209,88,986,65,4,3.001,529
4320,324824.300,320957.241,65,991,65,4,3.001,529
4321,323967.300,320453.477,65,993,65,4,3.001,529
4322,324007.300,319319.341,88,1017,65,3,3.000,49
4323,323877.300,319439.282,129,998,65,3,3.000,49
4324,324073.300,320484.103,88,1020,65,3,2.999,49
4325,324649.300,320375.778,88,1021,65,3,3.000,49
4326,323743.300,319643.087,88,996,65,3,3.000,49
4327,323601.300,319681.963,88,1055,65,3,2.999,49
4328,324878.300,320464.273,88,1080,65,3,2.999,49
4329,325174.300,319759.417,88,1070,65,3,2.999,49
4330,323925.300,319788.668,88,1036,65,3,2.998,49
4331,323296.300,318691.196,88,1025,65,3,2.999,49
4332,322716.300,318622.087,129,1046,65,3,3.000,49
4333,323405.300,318701.622,129,1044,65,3,3.000,49
4334,323474.300,319092.963,88,1032,65,3,3.000,49
4335,322946.300,318924.356,88,1050,65,4,3.001,473
4336,323045.300,319337.038,129,1052,65,3,3.000,45
4337,322801.300,319048.234,129,1069,65,3,3.000,49
4338,323163.300,319430.333,129,1070,65,3,3.000,49
4339,323572.300,319897.557,129,1072,65,3,3.000,49
4340,322725.300,318605.507,129,1056,65,3,3.000,49
4341,322828.300,319313.572,129,1062,65,3,3.000,49
4342,322451.300,319405.805,129,1079,65,3,3.000,49
4343,322475.300,319527.313,129,1049,65,3,3.000,49
4344,322022.300,318667.084,129,1071,65,3,3.000,49
4345,321721.300,319189.774,129,1047,65,4,3.001,537
4346,321486.300,318586.645,65,1056,65,4,3.002,537
4347,322445.300,319524.824,129,1062,65,4,3.001,537
4348,321958.300,318209.112,129,1041,65,4,3.001,537
4349,322322.300,318423.245,129,1013,65,4,3.001,537
4350,323030.300,319083.137,129,990,65,4,3.001,537
4351,323047.300,319124.434,88,1009,65,3,2.999,49
4352,324380.300,319042.613,88,1011,65,3,2.999,49
4353,324796.300,319229.706,88,1030,65,3,2.999,49
4354,325158.300,318895.922,88,1035,65,3,2.998,56
4355,324958.300,320053.454,88,1043,65,3,2.999,49
4356,324331.300,318550.294,88,1039,65,3,3.000,49
4357,325060.300,319290.646,88,1027,65,3,2.999,49
4358,324779.300,319322.663,88,1047,65,3,3.000,49
4359,325675.300,319244.523,88,1031,65,3,3.000,49
4360,326021.300,318908.353,88,1003,65,3,2.999,49
4361,326290.300,318315.742,88,1024,65,3,2.999,47
4362,324905.300,317141.923,88,1070,65,3,2.999,49
4363,325879.300,318748.023,88,1108,65,4,2.999,465
4364,325734.300,319038.346,88,1119,65,3,3.000,49
4365,324505.300,318682.807,88,1091,65,3,3.000,49
4366,324836.300,317858.581,88,1085,65,4,3.001,521
4367,323868.300,317632.497,88,1092,65,3,3.000,49
4368,324511.300,318709.563,88,1111,65,3,3.000,49
4369,324191.300,317832.081,88,1147,65,3,3.000,49
4370,323674.300,318571.960,88,1116,65,3,3.000,49
4371,322278.300,317792.769,88,1080,65,3,3.000,48
4372,322406.300,318840.665,88,1064,65,3,3.000,49
4373,321981.300,319109.090,65,1064,65,3,3.000,49
4374,323044.300,319853.208,65,1039,65,3,3.000,49
4375,322269.300,318765.535,65,1045,65,3,3.000,49
4376,321624.300,318548.280,65,1004,65,3,3.000,49
4377,321740.300,318398.122,65,999,65,3,3.000,49
4378,321076.300,317772.701,65,1001,65,3,2.999,49
4379,320316.300,316863.424,65,1020,65,3,2.999,49
4380,319687.300,316004.290,65,1003,65,3,2.999,49
4381,320143.300,316218.760,97,1011,65,3,2.999,49
4382,319899.300,314849.138,65,1008,65,3,2.999,49
4383,319998.300,315179.567,97,1018,65,3,2.999,49
4384,320358.300,315579.344,65,1042,65,3,2.999,49
4385,320824.300,316681.805,65,1060,65,4,3.001,513
4386,320841.300,317505.802,65,1099,65,3,3.000,49
4387,320927.300,317794.811,65,1101,65,3,3.000,49
4388,320643.300,317257.693,65,1088,65,3,3.000,45
4389,320567.300,317363.915,65,1089,65,3,3.000,45
4390,320619.300,317177.824,65,1116,65,3,2.999,49
4391,320694.300,317034.254,65,1099,65,3,2.999,49
4392,319998.300,315988.646,65,1085,65,3,2.999,49
4393,320460.300,316965.400,65,1087,65,3,2.998,49
4394,320863.300,317068.319,65,1076,65,3,2.998,49
4395,322362.300,318464.970,65,1061,65,4,3.000,473
4396,322423.300,318740.393,65,1112,65,3,3.000,49
4397,321236.300,317756.393,65,1089,65,3,3.000,49
4398,320627.300,316910.229,65,1061,65,3,2.999,49
4399,321035.300,316689.701,65,1033,65,3,2.999,49
4400,319937.300,315921.540,65,1041,65,4,3.001,337
4401,320257.300,315813.325,97,1030,65,4,3.001,345
4402,320549.300,317108.161,65,1036,65,3,3.000,49
4403,320997.300,317106.324,65,1019,65,3,3.000,49
4404,321317.300,317821.006,65,1015,65,3,3.000,49
4405,322200.300,317439.955,97,951,65,3,3.000,49
4406,322487.300,317101.277,97,935,65,4,3.001,473
4407,322870.300,317985.089,97,961,65,4,3.001,473
4408,322717.300,317983.673,97,964,65,4,3.001,465
4409,323409.300,318423.513,97,970,65,4,3.001,465
4410,322376.300,318348.128,97,979,65,4,3.001,465
4411,322030.300,318758.122,97,989,65,4,3.000,465
4412,322094.300,319575.152,97,992,65,3,3.000,56
4413,322425.300,319997.437,65,975,65,3,3.000,56
4414,322032.300,319407.363,97,1010,65,3,3.000,49
4415,321984.300,319392.406,97,994,65,3,3.000,49
4416,321569.300,319160.970,65,999,65,3,3.000,49
4417,322508.300,320049.799,129,1020,65,3,3.000,49
4418,322301.300,319211.405,65,995,65,3,3.000,49
4419,322793.300,319549.472,129,999,65,3,3.000,49
4420,322752.300,318425.175,129,994,65,3,2.999,49
4421,322825.300,318621.375,129,1000,65,3,3.000,49
4422,322978.300,319735.139,129,1003,65,3,3.000,49
4423,322610.300,319459.011,129,985,65,3,2.999,49
4424,321859.300,319323.733,129,951,65,3,3.000,49
4425,322942.300,320147.905,129,932,65,3,3.000,49
4426,323304.300,319932.676,129,922,65,3,2.999,49
4427,323739.300,319920.170,129,905,65,3,3.000,49
4428,323519.300,319571.148,129,930,65,3,3.000,56
4429,323367.300,319650.880,65,924,65,3,3.000,56
4430,323498.300,319434.444,65,919,65,3,2.999,56
4431,321998.300,318455.706,65,945,65,3,3.000,56
4432,320212.300,316435.375,88,934,65,3,3.000,49
4433,320599.300,316747.880,65,965,65,3,3.000,49
4434,321007.300,316401.543,65,929,65,3,3.000,49
4435,320945.300,316358.033,65,896,65,4,3.001,264
4436,321786.300,316926.550,65,897,65,3,2.999,49
4437,322047.300,316899.859,65,906,65,3,3.000,49
4438,321687.300,316490.463,65,918,65,3,3.000,49
4439,320822.300,316568.105,65,912,65,3,3.000,49
4440,320558.300,316862.256,88,942,65,3,3.000,49
4441,322594.300,317806.090,88,981,65,3,3.000,49
4442,322860.300,318207.990,88,961,65,3,3.000,49
4443,323614.300,319176.474,88,960,65,3,3.000,49
4444,323420.300,319476.699,88,960,65,3,3.000,49
4445,323896.300,319257.246,65,994,65,3,3.000,49
4446,324122.300,318950.537,88,995,65,3,3.000,49
4447,323759.300,318879.864,88,994,65,3,2.999,49
4448,324303.300,317805.550,88,1037,65,3,2.999,49
4449,324599.300,317847.913,88,1037,65,3,3.000,49
4450,324185.300,318571.753,88,1034,65,3,3.000,49
4451,323463.300,318452.537,88,1024,65,3,3.000,49
4452,323254.300,318986.028,88,1001,65,3,3.000,49
4453,322723.300,318610.656,88,1033,65,3,3.000,49
4454,321866.300,317839.768,88,1027,65,3,3.000,49
4455,322451.300,317068.026,88,1045,65,3,3.000,49
4456,322378.300,316599.750,88,1049,65,3,3.000,45
4457,321655.300,317231.089,88,1041,65,4,3.001,520
4458,321769.300,317304.419,88,1007,65,4,3.001,520
4459,321558.300,316821.682,88,993,65,4,3.001,520
4460,321688.300,317534.309,88,972,65,4,3.001,520
4461,321023.300,316685.361,97,959,65,3,3.000,49
4462,321542.300,317573.700,129,908,65,3,3.000,49
4463,321979.300,318255.645,129,897,65,4,3.001,209
4464,321928.300,317871.993,129,886,65,4,3.000,209
4465,322429.300,318401.286,65,892,65,4,2.999,217
4466,322056.300,317470.506,129,902,65,3,2.999,49
4467,321944.300,317981.550,65,880,65,4,2.999,217
4468,322670.300,318465.585,65,836,65,3,3.000,49
4469,322737.300,318315.143,65,861,65,3,3.000,48
4470,323731.300,319854.136,65,896,65,3,3.000,49
4471,323150.300,319488.345,65,906,65,3,3.000,49
4472,323188.300,319614.767,65,917,65,3,3.000,49
4473,322744.300,319578.604,129,945,65,3,3.000,49
4474,322829.300,319898.039,65,972,65,3,3.000,49
4475,322789.300,319661.447,129,956,65,3,3.000,56
4476,322207.300,319592.410,65,992,65,3,2.999,56
4477,322745.300,320320.533,129,979,65,3,3.000,56
4478,325578.400,319215.064,337,985,65,4,3.001,337
4479,321846.400,317680.117,337,946,65,4,3.001,337
4480,320531.300,317522.953,97,965,65,3,3.000,49
4481,321359.300,318383.319,88,985,65,3,3.000,49
4482,320902.300,318089.906,65,949,65,3,3.000,49
4483,321220.300,318097.951,65,969,65,3,3.000,49
4484,321081.300,318016.297,65,975,65,3,3.000,49
4485,320874.300,318043.960,65,1000,65,3,3.000,49
4486,320421.300,317193.572,88,1032,65,3,3.000,49
4487,320441.300,317277.824,65,990,65,3,3.000,49
4488,321213.300,317622.620,65,973,65,3,3.000,49
4489,321115.300,318068.837,65,999,65,3,3.000,49
4490,322103.300,318804.004,65,1031,65,3,3.000,49
4491,321832.300,319269.586,65,1004,65,3,3.000,49
4492,321799.300,318761.252,65,974,65,3,3.000,49
4493,322297.300,318945.529,65,960,65,3,3.000,49
4494,321389.300,318220.558,65,932,65,3,3.000,49
4495,320136.300,317023.541,65,906,65,3,3.000,49
4496,319458.300,316080.416,65,885,65,3,3.000,49
4497,320816.300,317857.986,65,910,65,3,3.000,49
4498,320975.300,317476.593,65,908,65,3,3.000,49
4499,320725.300,317018.079,65,916,65,3,3.000,49
4500,320499.300,316691.443,65,939,65,4,3.000,473
4501,321531.300,317375.459,88,952,65,4,3.001,473
4502,321517.300,317632.312,88,939,65,3,3.000,49
4503,322456.300,317951.000,88,974,65,3,3.000,49
4504,322238.300,318564.349,88,977,65,3,3.000,49
4505,323469.300,319721.945,129,977,65,3,2.999,49
4506,324920.300,319018.171,88,985,65,3,3.000,61
4507,324761.300,317874.834,88,1002,65,3,3.000,49
4508,323848.300,317757.327,88,1008,65,3,3.000,49
4509,324367.300,318236.268,88,1021,65,4,3.001,345
4510,323617.300,318107.621,88,1032,65,4,3.001,345
4511,322722.300,317461.856,88,992,65,4,3.001,345
4512,322569.300,318332.136,88,994,65,3,3.000,49
4513,322421.300,317005.897,88,1003,65,3,3.000,49
4514,321974.300,317375.454,88,985,65,3,3.000,49
4515,321624.300,318943.642,88,999,65,3,3.000,49
4516,321483.300,319362.213,65,950,65,3,3.000,49
4517,321879.300,319411.057,65,930,65,3,3.000,49
4518,321437.300,318713.454,65,904,65,3,3.000,49
4519,321053.300,317891.110,65,890,65,3,3.000,49
4520,321995.300,318466.311,65,869,65,3,3.000,49
4521,322834.300,318499.628,65,904,65,3,3.000,49
4522,322952.300,317623.384,65,876,65,3,3.000,49
4523,321725.300,317717.476,65,903,65,3,3.000,49
4524,321644.300,318440.268,65,931,65,3,3.000,49
4525,321493.300,318451.551,65,901,65,3,3.000,49
4526,321009.300,317837.825,65,918,65,3,3.000,49
4527,320745.300,317840.933,88,897,65,3,3.000,49
4528,320858.300,317477.499,65,882,65,3,3.000,49
4529,320997.300,316504.074,65,849,65,3,3.000,49
4530,323269.300,318450.366,65,841,65,3,3.000,49
4531,323548.300,317765.337,65,818,65,3,2.999,49
4532,322406.300,317263.801,65,822,65,3,2.999,49
4533,323587.300,318255.476,65,821,65,3,2.999,49
4534,323906.300,318703.839,65,838,65,3,2.999,49
4535,324867.300,318622.146,65,816,65,3,3.000,49
4536,324137.300,318263.600,65,820,65,3,2.999,49
4537,323358.300,317837.938,65,818,65,3,2.999,49
4538,322838.300,317401.285,65,845,65,3,2.999,49
4539,323489.300,318095.057,65,849,65,4,3.000,264
4540,323470.300,317956.347,65,894,65,3,3.000,49
4541,322732.300,317738.670,65,918,65,4,3.001,209
4542,322299.300,318085.156,65,919,65,3,3.000,49
4543,322329.300,318167.816,65,923,65,3,3.000,56
4544,321847.300,318619.755,65,946,65,3,3.000,56
4545,320995.300,318112.491,65,972,65,3,3.000,56
4546,321547.300,318409.870,65,989,65,3,3.000,61
4547,321490.300,318197.040,65,958,65,3,3.000,49
4548,321423.300,317813.422,65,912,65,3,3.000,49
4549,320239.300,316548.442,65,942,65,3,3.000,49
4550,321332.300,317686.700,65,983,65,3,3.000,49
4551,322396.300,318462.447,65,968,65,4,3.001,601
4552,322653.300,319477.485,65,995,65,3,3.000,49
4553,322657.300,319972.220,65,1003,65,3,3.000,49
4554,322119.300,319054.654,65,1000,65,3,3.000,49
4555,322325.300,319123.384,88,999,65,3,3.000,49
4556,321725.300,319162.968,88,1001,65,3,3.000,49
4557,321224.300,317584.604,88,1038,65,3,3.000,49
4558,321682.300,318584.177,129,1027,65,3,3.000,56
4559,321773.300,319227.448,88,998,65,3,3.000,49
4560,322357.300,319480.947,88,1003,65,3,2.999,49
4561,321903.300,318939.906,88,993,65,4,3.001,281
4562,320578.300,317370.302,88,990,65,3,3.000,49
4563,321198.300,317192.193,65,959,65,3,2.999,49
4564,320082.300,315417.256,65,978,65,3,3.000,48
4565,321289.300,316901.958,88,999,65,3,3.000,49
4566,323283.300,317593.172,88,1018,65,3,3.000,49
4567,322030.300,318624.928,65,978,65,3,3.000,49
4568,322434.300,318853.210,65,946,65,3,3.000,45
4569,321759.300,318962.888,65,982,65,3,3.000,49
4570,321270.300,318904.832,65,984,65,3,3.000,49
4571,320963.300,318241.730,65,985,65,3,3.000,49
4572,321786.300,318909.680,88,968,65,3,3.000,49
4573,322120.300,319393.542,88,934,65,3,3.000,49
4574,321990.300,318968.430,88,917,65,4,3.001,273
4575,322265.300,318164.585,88,890,65,4,3.000,273
4576,321665.300,318425.464,88,914,65,4,3.001,273
4577,321379.300,318638.890,88,883,65,3,2.999,49
4578,321535.300,318574.265,88,908,65,3,2.998,49
4579,322554.300,318689.123,88,934,65,4,3.000,217
4580,322151.300,318666.343,88,939,65,3,2.999,49
4581,322659.300,319003.910,88,936,65,3,2.999,49
4582,321839.300,318436.041,88,891,65,3,2.999,49
4583,323458.300,319699.613,88,889,65,3,3.000,56
4584,323654.300,320183.275,88,925,65,3,3.000,49
4585,323441.300,319000.667,88,891,65,3,3.000,49
4586,323087.300,319854.228,88,882,65,3,3.000,49
4587,322467.300,318516.678,88,879,65,3,3.000,49
4588,323157.300,318492.922,88,868,65,3,3.000,49
4589,324892.300,319705.782,88,893,65,4,3.001,217
4590,324982.300,319502.265,88,921,65,4,3.001,217
4591,325057.300,319210.738,88,959,65,4,2.999,217
4592,325462.300,318777.958,88,951,65,3,2.999,49
4593,323626.300,318197.996,88,931,65,3,3.000,49
4594,323492.300,318167.133,88,932,65,3,3.000,49
4595,321855.300,317601.081,88,924,65,3,3.000,49
4596,321337.300,317170.739,88,888,65,3,3.000,49
4597,322841.300,318011.696,88,901,65,3,3.000,49
4598,322085.300,318465.679,88,914,65,3,3.000,49
4599,322428.300,318693.775,129,891,65,4,3.001,521
4600,322641.300,317947.295,88,907,65,4,3.001,521
4601,323459.300,319848.386,129,905,65,3,3.000,49
4602,323830.300,320233.640,88,914,65,3,3.000,49
4603,323998.300,320324.912,88,942,65,3,3.000,49
4604,324823.300,320064.709,88,940,65,3,3.000,49
4605,326997.300,320212.965,88,967,65,3,3.000,49
4606,326051.300,318833.129,88,985,65,3,2.999,49
4607,326745.300,318828.077,88,969,65,3,2.999,49
4608,326633.300,317849.812,88,1003,65,3,2.999,49
4609,327652.300,319208.727,88,1037,65,3,3.000,49
4610,329112.300,319219.175,88,1028,65,3,3.000,49
4611,328315.300,318711.722,88,991,65,3,3.000,49
4612,328452.300,319619.326,88,1017,65,3,2.999,49
4613,328026.300,319753.941,88,1016,65,3,2.999,56
4614,328234.300,318226.065,88,1024,65,3,3.000,56
4615,327733.300,318840.750,88,1037,65,3,3.000,49
4616,325970.300,317891.173,88,1032,65,3,3.000,49
4617,326991.300,319754.325,88,1041,65,3,3.000,49
4618,325569.300,318775.504,88,1070,65,3,2.999,49
4619,325084.300,318488.461,88,1105,65,3,2.999,49
4620,324146.300,318405.335,88,1075,65,3,3.000,49
4621,323320.300,318123.717,88,1091,65,3,3.000,49
4622,323593.300,318694.446,88,1088,65,3,3.000,49
4623,324050.300,319811.132,88,1106,65,3,3.000,49
4624,321989.300,318971.409,88,1085,65,3,3.000,49
4625,321034.300,318179.995,65,1036,65,3,3.000,49
4626,322802.300,319470.297,88,1071,65,3,3.000,49
4627,322266.300,318693.471,88,1094,65,3,3.000,49
4628,322986.300,319019.410,88,1149,65,3,3.000,49
4629,322673.300,318678.587,88,1145,65,3,3.000,49
4630,321930.300,318812.188,88,1153,65,3,3.000,56
4631,322828.300,319637.910,88,1146,65,3,2.999,49
4632,323111.300,318672.439,88,1153,65,3,3.000,49
4633,323806.300,317694.336,88,1149,65,3,3.000,49
4634,322324.300,318805.334,88,1129,65,3,3.000,49
4635,322635.300,319845.842,88,1124,65,3,3.000,49
4636,324059.300,319622.188,88,1125,65,4,3.001,512
4637,325299.300,319532.864,88,1115,65,4,3.001,512
4638,325640.300,319358.629,88,1141,65,3,3.000,49
4639,325224.300,319685.084,88,1132,65,3,3.000,49
4640,325112.300,319684.198,88,1162,65,3,3.000,49
4641,325578.300,319171.598,88,1132,65,3,3.000,61
4642,325975.300,319398.489,88,1133,65,3,3.000,49
4643,326732.300,319437.870,88,1117,65,3,3.000,49
4644,326768.300,319669.989,88,1098,65,3,3.000,49
4645,327752.300,319297.987,88,1106,65,3,3.000,49
4646,326941.300,319291.706,88,1149,65,3,3.000,49
4647,327053.300,318421.292,88,1144,65,3,3.000,49
4648,326794.300,319084.621,88,1141,65,3,3.000,49
4649,325611.300,318887.148,88,1116,65,3,3.000,49
4650,325709.300,318119.986,88,1174,65,3,3.000,49
4651,326078.300,318600.779,88,1170,65,3,3.000,49
4652,325463.300,317984.711,88,1150,65,3,3.000,49
4653,326187.300,318837.890,88,1147,65,3,2.999,49
4654,326227.300,318463.497,88,1164,65,3,2.999,49
4655,325392.300,318692.995,88,1144,65,3,2.999,49
4656,326048.300,319930.448,88,1143,65,4,3.001,601
4657,323815.300,318015.320,88,1122,65,4,3.001,256
4658,323647.300,319220.977,88,1134,65,3,3.000,49
4659,323361.300,319434.733,152,1149,65,3,3.000,49
4660,323406.300,319544.557,88,1153,65,3,3.000,49
4661,323360.300,319640.262,88,1157,65,4,3.001,465
4662,323701.300,318443.272,88,1162,65,3,3.000,47
4663,323494.300,318160.523,88,1143,65,3,3.000,47
4664,323223.300,318294.564,88,1136,65,3,2.999,47
4665,323884.300,318618.884,88,1115,65,3,3.000,47
4666,323301.300,319118.612,88,1087,65,3,2.999,47
4667,323855.300,319837.129,88,1081,65,3,3.000,47
4668,324566.300,320318.256,152,1097,65,3,3.000,56
4669,324112.300,318997.964,152,1089,65,3,3.000,49
4670,323723.300,318919.384,88,1108,65,3,3.000,49
4671,323921.300,319722.800,88,1116,65,3,3.000,49
4672,323626.300,318654.920,88,1096,65,3,3.000,49
4673,323853.300,319769.181,88,1098,65,3,3.000,49
4674,324231.300,319379.173,88,1060,65,3,3.000,49
4675,324020.300,319441.974,88,1027,65,3,3.000,49
4676,324549.300,319317.553,88,1027,65,3,3.000,49
4677,325055.300,318492.299,88,1027,65,3,3.000,49
4678,325740.300,319512.957,88,993,65,3,3.000,49
4679,326344.300,319007.848,88,984,65,4,3.001,209
4680,325507.300,318707.939,88,997,65,3,3.000,49
4681,326129.300,319235.216,88,984,65,3,3.000,49
4682,325642.300,318720.085,88,993,65,4,3.001,265
4683,325413.300,318830.212,88,976,65,3,3.000,49
4684,326632.300,319911.466,88,979,65,3,3.000,49
4685,325725.300,319459.561,88,958,65,3,3.000,49
4686,325311.300,318263.066,88,996,65,3,3.000,49
4687,325699.300,318006.464,88,1037,65,3,3.000,49
4688,325783.300,317749.605,88,1034,65,3,3.000,49
4689,325355.300,317546.378,88,1024,65,3,3.000,49
4690,325764.300,318619.346,88,999,65,3,3.000,49
4691,325500.300,318811.445,88,1014,65,3,3.000,49
4692,324894.300,318578.248,88,982,65,3,3.000,49
4693,324858.300,317860.416,88,977,65,3,3.000,49
4694,324120.300,317668.416,88,945,65,3,2.999,49
4695,324585.300,317794.980,88,964,65,4,3.001,209
4696,323761.300,318726.859,88,980,65,3,3.000,49
4697,323695.300,319883.760,88,990,65,3,3.000,49
4698,324398.300,319923.040,88,1022,65,3,3.000,49
4699,325265.300,320305.934,88,1018,65,3,2.999,49
4700,324545.300,320385.155,88,1010,65,3,2.999,49
4701,324440.300,320291.079,88,1055,65,3,3.000,49
4702,323796.300,319266.316,88,1059,65,3,3.000,49
4703,324324.300,319022.753,88,1039,65,3,2.999,49
4704,324594.300,318598.827,88,1023,65,3,2.999,45
4705,324797.300,318661.791,88,1003,65,3,2.999,45
4706,323700.300,317963.997,88,993,65,3,2.998,45
4707,323820.300,318863.775,88,982,65,3,2.999,49
4708,324549.300,319520.678,88,988,65,3,3.000,49
4709,323019.300,318970.345,88,1010,65,3,3.000,49
4710,322774.300,319089.064,88,957,65,3,3.000,49
4711,322555.300,318913.916,88,964,65,3,3.000,49
4712,321118.300,317726.968,88,924,65,4,3.001,337
4713,321461.300,316885.091,88,978,65,3,3.000,49
4714,323036.300,317344.622,113,982,65,3,3.000,49
4715,324068.300,317516.412,113,957,65,3,3.000,49
4716,331020.300,317515.128,113,935,65,3,3.000,49
4717,334260.300,318053.137,113,920,65,3,3.000,49
4718,323406.300,318303.619,88,922,65,3,3.000,49
4719,323846.300,319087.456,88,900,65,3,3.000,49
4720,323476.300,318524.878,88,906,65,3,3.000,49
4721,337288.300,318858.187,113,922,65,3,3.000,49
4722,340492.300,318414.398,113,919,65,3,3.000,49
4723,342700.300,318018.070,113,894,65,3,3.000,49
4724,338188.300,318214.741,113,922,65,3,3.000,49
4725,340248.300,318222.044,113,909,65,3,3.000,49
4726,340524.300,317651.182,113,908,65,3,3.000,49
4727,342124.300,317137.068,113,904,65,3,3.000,49
4728,341196.300,316450.272,113,900,65,3,3.000,49
4729,335800.300,315932.028,113,911,65,3,3.000,49
4730,345152.300,317610.272,113,869,65,3,3.000,49
4731,342980.300,318681.986,113,888,65,3,3.000,49
4732,349636.300,318496.233,113,863,65,3,3.000,49
4733,350768.300,318082.791,113,868,65,3,3.000,49
4734,342300.300,317877.525,109,894,65,3,3.000,49
4735,335376.300,317434.955,109,929,65,3,3.000,49
4736,337208.300,316672.543,109,904,65,3,3.000,49
4737,339268.300,317689.336,113,915,65,3,3.000,49
4738,333408.300,317592.795,109,938,65,3,3.000,49
4739,330324.300,318850.539,109,984,65,3,3.000,56
4740,326672.300,318465.393,109,1004,65,3,3.000,49
4741,327160.300,318208.803,109,1015,65,3,3.000,49
4742,330404.300,318027.231,107,970,65,3,3.000,49
4743,322783.300,318851.299,88,1009,65,3,3.000,49
4744,323263.300,318221.786,88,1000,65,3,3.000,49
4745,323748.300,318521.892,88,1018,65,3,3.000,61
4746,328208.300,318285.990,109,956,65,4,3.001,465
4747,326660.300,317919.533,113,957,65,4,3.001,465
4748,323213.300,317354.928,88,977,65,4,3.002,465
4749,323672.300,318338.608,88,1004,65,4,3.002,465
4750,323410.300,318734.521,88,1016,65,4,3.001,481
4751,322581.300,317698.328,88,1037,65,3,2.999,49
4752,322377.300,317767.150,88,1040,65,4,3.001,465
4753,321775.300,317310.027,88,1050,65,3,2.999,49
4754,321769.300,316185.973,88,1086,65,3,2.997,49
4755,321532.300,317233.942,88,1086,65,3,2.997,49
4756,321002.300,317180.104,129,1038,65,3,2.997,49
4757,320795.300,316773.100,129,1074,65,4,2.999,217
4758,321068.300,317712.535,129,1066,65,4,3.000,593
4759,320373.300,317196.262,88,1068,65,4,3.000,593
4760,321043.300,315715.641,88,1071,65,4,3.001,593
4761,320275.300,316613.194,97,1074,65,3,2.999,49
4762,320195.300,315416.801,88,1083,65,4,3.001,392
4763,319872.300,315480.939,88,1059,65,3,3.000,45
4764,319889.300,315412.056,88,1060,65,3,3.000,45
4765,320552.300,317391.805,88,1071,65,3,3.000,45
4766,320563.300,316445.763,88,1060,65,3,3.000,45
4767,321395.300,316963.190,88,1078,65,3,3.000,49
4768,321283.300,317703.162,88,1059,65,3,3.000,49
4769,323238.300,319140.295,88,1069,65,3,3.000,49
4770,322778.300,319451.117,88,1081,65,3,3.000,49
4771,322294.300,319451.957,88,1088,65,3,3.000,49
4772,322673.300,319868.101,88,1095,65,3,3.000,49
4773,324049.300,319886.745,88,1108,65,3,3.000,49
4774,323295.300,319860.164,88,1078,65,3,3.000,49
4775,323692.300,320254.872,88,1081,65,3,3.000,61
4776,325206.300,320745.357,88,1072,65,3,3.000,61
4777,324089.300,319577.922,152,1042,65,3,2.999,49
4778,323816.300,319657.594,88,1010,65,3,2.999,49
4779,323329.300,319363.310,88,1020,65,3,3.000,49
4780,323153.300,319410.409,88,999,65,3,3.000,49
4781,324148.300,319048.981,88,964,65,3,3.000,49
4782,330616.300,318108.192,113,907,65,3,3.000,49
4783,326952.300,318688.514,113,953,65,3,3.000,49
4784,324837.300,319549.688,88,965,65,3,3.000,49
4785,324962.300,320297.463,88,966,65,3,3.000,49
4786,324712.300,320272.661,88,990,65,3,3.000,49
4787,325050.300,320296.333,88,980,65,3,3.000,49
4788,331240.300,320343.931,113,924,65,3,3.000,49
