Generation,Best_F,Mean_F,Fittest_ID,Highest_Count,Most_Common_ID,Highest_Mem,Mean_Mem,Most_Mem_ID
985,324523.300,318726.720,88,879,65,3,3.000,49
986,323760.300,319294.005,88,900,65,3,2.999,49
987,324528.300,319799.148,88,852,65,3,2.998,49
988,322671.300,319238.749,65,840,65,3,2.997,49
989,323128.300,319816.634,88,841,65,3,2.998,49
990,322801.300,319735.610,88,869,65,3,2.999,56
991,322435.300,319176.319,65,853,65,3,2.999,49
992,322968.300,319314.128,65,855,65,3,2.999,49
993,322812.300,319406.164,65,845,65,3,3.000,49
994,321240.300,317543.299,88,844,65,3,3.000,49
995,320279.300,317062.309,65,851,65,4,3.001,209
996,320981.300,318235.876,65,831,65,3,3.000,49
997,321364.300,318084.590,65,839,65,4,3.001,465
998,320961.300,317796.072,65,868,65,3,3.000,49
999,322106.300,319312.835,88,896,65,4,3.001,273
1000,322580.300,319825.227,65,862,65,3,3.000,49
1001,322607.300,319329.543,65,867,65,3,3.000,61
1002,322414.300,319377.883,129,887,65,3,3.000,56
1003,322338.300,318840.181,129,873,65,4,3.001,537
1004,321927.300,318853.345,65,851,65,4,3.001,537
1005,321891.300,319102.992,88,890,65,3,3.000,49
1006,321654.300,319163.235,65,892,65,3,3.000,49
1007,322400.300,319603.160,65,896,65,3,3.000,49
1008,322581.300,318654.288,65,884,65,3,3.000,49
1009,323722.300,319521.701,65,855,65,3,3.000,49
1010,322216.300,317595.652,65,855,65,3,3.000,49
1011,321849.300,317194.302,65,866,65,3,2.999,49
1012,322077.300,317328.565,65,900,65,4,3.001,520
1013,322243.300,318299.164,65,883,65,3,3.000,49
1014,321788.300,318422.228,65,883,65,3,3.000,49
1015,322147.300,318325.508,65,890,65,3,3.000,49
1016,321826.300,318318.834,65,893,65,3,2.999,49
1017,321668.300,319024.830,129,917,65,4,3.000,537
1018,322550.300,319394.968,65,927,65,3,2.999,49
1019,323643.300,319540.043,129,886,65,3,2.999,49
1020,323267.300,319707.648,129,905,65,4,2.999,256
1021,322514.300,318968.406,65,901,65,4,2.999,529
1022,323243.300,319297.686,65,877,65,4,2.999,529
1023,322468.300,318982.850,65,911,65,4,2.999,529
1024,322051.300,318694.064,65,932,65,4,3.001,209
1025,321974.300,318313.159,88,964,65,4,2.999,209
1026,322163.300,318271.181,65,966,65,4,2.998,473
1027,320827.300,316010.694,65,951,65,4,2.998,473
1028,320873.300,317038.809,65,942,65,4,2.997,473
1029,320162.300,317278.650,129,947,65,4,2.998,473
1030,320293.300,316647.662,129,968,65,4,2.999,465
1031,321130.300,317787.985,129,980,65,4,3.001,256
1032,321731.300,318556.265,129,964,65,4,2.999,256
1033,321113.300,317987.030,65,958,65,4,2.999,465
1034,320951.300,317709.292,129,919,65,4,3.002,465
1035,321794.300,317780.492,129,933,65,4,3.001,465
1036,322576.300,318713.879,129,914,65,4,3.001,217
1037,322266.300,318755.529,129,900,65,3,3.000,49
1038,322135.300,318111.697,129,926,65,3,3.000,49
1039,322020.300,318604.078,88,906,65,3,3.000,49
1040,322073.300,318887.612,88,921,65,3,3.000,49
1041,322385.300,319560.278,88,889,65,3,3.000,49
1042,322943.300,319392.483,88,911,65,3,3.000,49
1043,322499.300,319045.304,88,919,65,3,3.000,49
1044,323400.300,319177.162,88,945,65,3,3.000,49
1045,322536.300,318317.742,88,950,65,3,3.000,49
1046,322233.300,317683.883,88,940,65,3,3.000,49
1047,321805.300,318224.051,88,950,65,3,2.999,49
1048,321318.300,317062.571,88,980,65,4,3.001,209
1049,322538.300,319199.410,88,959,65,3,3.000,49
1050,321943.300,319187.027,65,935,65,3,3.000,49
1051,322104.300,319618.040,88,942,65,3,3.000,49
1052,321064.300,318464.182,129,920,65,3,3.000,49
1053,321559.300,318311.151,129,926,65,3,2.999,49
1054,321679.300,318579.627,129,905,65,3,3.000,47
1055,321604.300,318198.383,129,935,65,3,3.000,47
1056,321745.300,319385.787,65,956,65,3,2.999,47
1057,322600.300,319469.682,129,931,65,3,3.000,49
1058,322518.300,319512.177,88,921,65,3,3.000,49
1059,322962.300,319839.132,129,903,65,3,3.000,49
1060,326336.300,319101.223,109,874,65,3,3.000,49
1061,334188.300,319105.906,113,852,65,3,3.000,49
1062,344764.300,319114.950,113,778,65,3,3.000,47
1063,354456.300,318497.465,113,782,65,3,3.000,47
1064,357724.300,317997.696,113,775,65,3,3.000,47
1065,368048.300,317363.396,113,714,65,3,3.000,47
1066,365772.300,317638.373,113,706,65,3,3.000,47
1067,378960.300,318195.704,113,691,129,3,3.000,47
1068,378844.300,318289.377,113,690,129,3,3.000,47
1069,377588.300,318430.456,113,680,65,3,3.000,47
1070,381341.300,318495.069,113,683,129,4,3.001,337
1071,372806.300,316775.695,113,705,65,4,3.001,217
1072,367636.300,316125.016,113,709,65,4,3.001,601
1073,364892.300,315150.349,111,735,65,4,3.001,273
1074,358500.300,315087.859,113,773,65,3,3.000,47
1075,355928.300,314791.675,109,776,65,3,3.000,47
1076,348057.300,312822.159,109,793,65,4,3.001,209
1077,339356.300,312180.008,109,819,65,3,3.000,45
1078,336680.300,312502.533,109,830,65,3,3.000,45
1079,340108.300,312532.040,109,819,65,3,3.000,45
1080,332152.300,310154.942,109,816,65,3,3.000,45
1081,327000.300,310873.951,113,849,65,3,3.000,45
1082,321744.300,311096.775,109,909,65,3,3.000,48
1083,318591.300,309303.863,88,943,65,3,3.000,45
1084,318386.300,308928.080,88,962,65,3,3.000,45
1085,318365.300,309075.415,88,951,65,3,3.000,45
1086,318806.300,310938.025,88,959,65,3,3.000,45
1087,318643.300,311450.041,88,983,65,3,3.000,45
1088,318199.300,311061.862,88,1005,65,3,3.000,45
1089,317555.300,310381.906,65,1027,65,3,3.000,45
1090,318777.300,311775.860,88,1071,65,3,3.000,48
1091,319236.300,311381.006,88,1068,65,3,3.000,48
1092,320450.300,312913.057,88,1064,65,3,3.000,48
1093,319567.300,312944.671,88,1102,65,3,3.000,48
1094,318400.300,312490.731,65,1107,65,3,3.000,48
1095,318517.300,312735.570,65,1109,65,3,3.000,48
1096,318776.300,313793.445,65,1123,65,3,3.000,49
1097,319296.300,314243.508,65,1128,65,3,3.000,49
1098,319524.300,312438.030,88,1167,65,3,3.000,49
1099,320417.300,314981.433,88,1194,65,3,3.000,49
1100,321092.300,315273.648,88,1224,65,3,3.000,49
1101,320533.300,315761.552,88,1241,65,3,2.999,49
1102,321113.300,314726.368,88,1227,65,3,2.999,49
1103,319828.300,314867.150,88,1220,65,3,2.998,49
1104,319945.300,315197.033,88,1234,65,4,2.999,465
1105,321023.300,316210.464,88,1278,65,4,3.000,465
1106,322631.300,317533.788,88,1284,65,4,3.000,465
1107,321680.300,316949.433,88,1275,65,4,3.001,465
1108,321924.300,317122.685,88,1276,65,3,3.000,45
1109,322966.300,318593.079,88,1284,65,3,3.000,45
1110,322051.300,316770.795,88,1300,65,3,3.000,45
1111,323225.300,317888.557,88,1301,65,3,3.000,49
1112,322974.300,317505.206,88,1321,65,3,3.000,49
1113,323471.300,317850.899,88,1301,65,3,3.000,49
1114,323689.300,317854.415,88,1288,65,3,3.000,49
1115,322615.300,316021.844,88,1290,65,3,3.000,49
1116,322279.300,316953.012,88,1279,65,3,3.000,49
1117,321949.300,318445.520,97,1278,65,3,3.000,61
1118,323404.300,318605.416,88,1334,65,3,3.000,49
1119,323473.300,317811.603,88,1327,65,3,3.000,49
1120,322289.300,318238.377,88,1331,65,3,3.000,49
1121,322578.300,316742.445,88,1324,65,3,2.999,49
1122,323354.300,318005.790,88,1351,65,3,3.000,49
1123,323594.300,317888.077,88,1371,65,3,3.000,49
1124,323304.300,317979.579,88,1360,65,3,3.000,49
1125,322380.300,318030.888,88,1352,65,3,3.000,49
1126,323652.300,318950.029,88,1351,65,3,3.000,49
1127,322222.300,316785.445,88,1343,65,3,3.000,49
1128,322714.300,317664.296,88,1368,65,3,3.000,49
1129,322079.300,318221.100,88,1345,65,3,2.999,49
1130,322412.300,318516.685,88,1336,65,3,2.998,49
1131,322327.300,319084.705,88,1351,65,3,2.998,56
1132,322266.300,319150.816,88,1314,65,3,3.000,49
1133,321193.300,318731.850,129,1338,65,3,3.000,49
1134,320823.300,318512.311,65,1292,65,3,3.000,49
1135,320768.300,317774.695,65,1301,65,3,3.000,49
1136,321671.300,318956.189,129,1302,65,3,2.999,49
1137,321523.300,318623.701,129,1312,65,3,3.000,49
1138,322191.300,319040.563,129,1282,65,3,3.000,49
1139,321221.300,318356.981,97,1285,65,3,3.000,49
1140,321528.300,318339.101,129,1315,65,3,3.000,49
1141,321078.300,316603.665,97,1314,65,3,3.000,49
1142,321039.300,317335.852,129,1315,65,3,3.000,49
1143,321193.300,318023.872,88,1325,65,4,3.001,473
1144,321727.300,318418.088,88,1319,65,3,3.000,49
1145,322557.300,317787.988,88,1349,65,3,2.999,49
1146,323395.300,319469.887,88,1330,65,3,3.000,49
1147,322991.300,318367.438,88,1306,65,3,2.999,49
1148,323294.300,318401.723,88,1336,65,3,2.999,49
1149,323825.300,318097.237,88,1343,65,3,2.998,49
1150,322659.300,316948.180,88,1343,65,3,2.998,49
1151,323488.300,317648.284,88,1333,65,3,2.998,49
1152,324373.300,319041.147,88,1335,65,3,2.998,49
1153,324182.300,319270.924,88,1340,65,3,2.999,49
1154,324042.300,319542.974,88,1359,65,3,3.000,49
1155,325950.300,319979.479,88,1409,65,3,3.000,49
1156,323655.300,318074.097,88,1367,65,3,3.000,49
1157,323896.300,319805.032,88,1378,65,3,3.000,56
1158,323232.300,319543.590,88,1384,65,3,3.000,56
1159,322611.300,318891.490,88,1382,65,4,3.001,217
1160,322775.300,318261.110,88,1392,65,3,3.000,49
1161,322400.300,317517.572,88,1365,65,3,3.000,49
1162,321978.300,317395.792,88,1360,65,3,3.000,49
1163,321757.300,317074.402,88,1320,65,3,3.000,49
1164,322446.300,318543.983,88,1297,65,3,2.999,49
1165,322021.300,318351.901,129,1270,65,3,2.999,49
1166,322286.300,319226.461,129,1253,65,4,3.000,520
1167,322133.300,318295.028,129,1253,65,4,3.002,465
1168,321344.300,318814.477,129,1260,65,4,3.001,465
1169,322213.300,320160.213,129,1285,65,3,3.000,49
1170,322536.300,319386.309,129,1261,65,3,3.000,49
1171,322229.300,319527.842,129,1267,65,3,3.000,49
1172,322224.300,319320.049,129,1268,65,3,3.000,49
1173,321686.300,319461.302,129,1222,65,3,3.000,49
1174,321614.300,318995.634,129,1226,65,3,2.999,49
1175,321194.300,318687.550,65,1187,65,3,2.999,49
1176,321368.300,316520.600,129,1189,65,3,2.999,49
1177,321691.300,318614.684,129,1214,65,3,2.999,49
1178,321222.300,318116.130,129,1197,65,3,3.000,49
1179,321544.300,318781.722,65,1215,65,4,3.001,465
1180,321797.300,319394.479,65,1231,65,4,3.001,465
1181,321474.300,319053.704,129,1249,65,4,3.001,465
1182,321913.300,319034.368,129,1246,65,3,3.000,49
1183,322695.300,319295.108,88,1261,65,3,3.000,49
1184,321635.300,319152.744,88,1271,65,3,3.000,49
1185,322248.300,318818.386,88,1277,65,3,3.000,49
1186,321539.300,317440.828,88,1251,65,3,3.000,49
1187,322424.300,318662.555,88,1269,65,3,3.000,45
1188,322427.300,318700.738,88,1274,65,3,3.000,49
1189,320334.300,317387.576,129,1223,65,3,3.000,49
1190,320788.300,317583.543,129,1189,65,3,3.000,49
1191,321526.300,318408.288,88,1181,65,3,3.000,49
1192,322140.300,319066.976,129,1193,65,3,3.000,49
1193,322237.300,319152.486,97,1170,65,4,3.001,256
1194,321562.300,318841.695,97,1185,65,3,3.000,49
1195,322190.300,319036.164,88,1220,65,3,3.000,49
1196,322561.300,319952.575,97,1251,65,3,3.000,49
1197,322818.300,319570.021,97,1238,65,3,3.000,49
1198,322531.300,318890.617,97,1234,65,3,3.000,49
1199,322228.300,318770.095,97,1228,65,3,3.000,48
1200,321245.300,318019.125,97,1198,65,3,3.000,48
1201,322341.300,319155.872,97,1190,65,3,3.000,48
1202,321274.300,318470.460,97,1161,65,3,3.000,48
1203,321588.300,319320.212,65,1151,65,3,3.000,48
1204,321544.300,318685.771,129,1199,65,3,3.000,48
1205,321811.300,319237.029,65,1155,65,3,3.000,48
1206,321689.300,319423.032,65,1152,65,3,3.000,48
1207,321564.300,318708.383,88,1153,65,3,3.000,49
1208,322495.300,318150.727,88,1144,65,3,3.000,49
1209,321963.300,318666.612,88,1150,65,3,3.000,49
1210,322003.300,319384.729,88,1161,65,4,3.001,473
1211,321892.300,318974.534,88,1150,65,3,3.000,49
1212,322316.300,318538.061,88,1128,65,3,3.000,49
1213,322589.300,319992.738,65,1068,65,3,3.000,49
1214,322055.300,318589.793,65,1040,65,3,3.000,49
1215,322423.300,319437.796,65,1040,65,3,3.000,49
1216,323092.300,320244.916,65,1039,65,4,3.001,409
1217,322376.300,319165.342,65,1023,65,3,3.000,49
1218,323429.300,319237.665,65,1022,65,3,3.000,56
1219,323035.300,318826.156,65,1036,65,3,3.000,49
1220,323135.300,319227.720,65,1020,65,3,3.000,49
1221,321633.300,318082.549,65,1040,65,3,2.999,49
1222,321013.300,317810.674,65,1031,65,3,2.999,49
1223,321166.300,317599.471,88,1066,65,3,2.999,49
1224,322302.300,318805.358,88,1062,65,3,2.999,49
1225,321780.300,318037.671,88,1100,65,4,3.000,640
1226,321383.300,318384.240,65,1101,65,3,2.999,49
1227,321995.300,318852.177,88,1077,65,4,2.999,537
1228,321971.300,319325.031,65,1062,65,4,3.001,537
1229,321346.300,318424.459,65,1064,65,3,3.000,47
1230,321101.300,317271.347,65,1049,65,3,3.000,47
1231,320396.300,316992.638,65,1050,65,4,3.001,601
1232,320137.300,316868.265,65,1058,65,3,3.000,49
1233,320203.300,316878.623,97,1076,65,3,3.000,49
1234,320594.300,317903.950,97,1079,65,3,3.000,47
1235,320432.300,317188.486,65,1073,65,3,3.000,47
1236,320752.300,317149.791,97,1072,65,3,3.000,47
1237,321363.300,317049.582,97,1043,65,4,3.001,593
1238,321822.300,317700.654,97,1020,65,4,3.001,593
1239,320973.300,317924.720,97,1033,65,4,3.001,593
1240,320772.300,317717.798,97,1023,65,3,2.999,49
1241,320840.300,316883.361,97,1020,65,3,3.000,49
1242,320789.300,317231.894,97,1042,65,3,3.000,49
1243,320519.300,317823.464,65,1006,65,3,2.999,49
1244,320606.300,317669.808,65,1006,65,3,3.000,49
1245,320465.300,317344.202,65,989,65,3,3.000,49
1246,319577.300,316340.210,65,972,65,3,3.000,49
1247,320967.300,317883.912,65,957,65,4,3.001,209
1248,320910.300,318192.468,65,958,65,4,3.001,209
1249,320994.300,318799.440,113,956,65,4,3.001,209
1250,321132.300,319094.264,88,1002,65,3,3.000,49
1251,327232.300,318739.114,113,947,65,3,2.999,49
1252,328360.300,317985.177,113,921,65,3,2.999,49
1253,325432.300,317669.177,113,907,65,4,3.000,465
1254,327501.300,316411.690,113,903,65,3,2.998,49
1255,328744.300,317423.333,113,920,65,3,2.999,49
1256,329424.300,318270.064,113,939,65,3,2.999,49
1257,333796.300,318208.694,113,910,65,3,2.998,49
1258,340200.300,317687.510,113,873,65,3,2.998,49
1259,345060.300,317355.835,113,839,65,3,2.997,49
1260,342740.300,316896.279,113,847,65,3,2.997,49
1261,347980.300,316945.668,113,828,65,3,2.998,48
1262,347412.300,316632.599,113,851,65,3,2.998,49
1263,344880.300,317396.958,113,880,65,3,2.999,49
1264,337536.300,316275.676,111,879,65,3,3.000,49
1265,343772.300,315821.074,111,861,65,3,3.000,49
1266,341272.300,315562.975,111,869,65,3,3.000,48
1267,336259.300,316339.682,113,892,65,4,3.001,401
1268,335964.300,317123.430,113,879,65,4,3.001,601
1269,331972.300,317445.199,113,900,65,4,3.001,601
1270,324900.300,317518.562,113,914,65,4,3.000,601
1271,330224.300,317205.449,113,874,65,3,2.999,48
1272,326408.300,316383.108,113,880,65,3,2.999,48
1273,329268.300,316213.797,113,897,65,3,2.999,48
1274,329646.300,315645.351,113,895,65,3,2.999,49
1275,334082.300,316615.897,113,906,65,3,2.999,49
1276,330897.300,316128.097,113,922,65,3,2.999,49
1277,331093.300,317508.581,113,926,65,3,2.999,49
1278,339204.300,317775.539,113,911,65,3,3.000,47
1279,341708.300,315905.662,113,874,65,3,3.000,47
1280,341324.300,314566.198,113,871,65,3,3.000,47
1281,333416.300,313838.043,113,908,65,3,3.000,47
1282,337428.300,314747.863,113,905,65,3,3.000,47
1283,333693.300,314767.258,113,902,65,3,2.999,47
1284,328569.300,314399.267,113,909,65,3,2.999,47
1285,323757.300,313411.655,113,906,65,3,2.999,47
1286,321098.300,314339.279,65,949,65,3,3.000,47
1287,321002.300,315710.634,65,999,65,3,2.999,47
1288,321183.300,315689.436,65,978,65,3,2.999,49
1289,321557.300,314672.420,65,960,65,3,2.999,49
1290,322492.300,315699.313,65,997,65,3,2.998,49
1291,322413.300,314919.030,65,1029,65,3,2.999,49
1292,321675.300,314676.853,65,1055,65,3,3.000,49
1293,321002.300,314127.443,65,1097,65,3,3.000,49
1294,320354.300,313780.392,65,1106,65,3,3.000,49
1295,320975.300,314351.914,65,1145,65,4,3.001,392
1296,319685.300,313825.984,65,1141,65,3,3.000,49
1297,320021.300,314464.301,88,1160,65,3,3.000,49
1298,320099.300,313980.639,88,1174,65,3,3.000,49
1299,320928.300,314468.716,88,1174,65,3,3.000,49
1300,321149.300,316094.427,88,1186,65,3,3.000,49
1301,321140.300,316510.993,88,1188,65,3,3.000,49
1302,322493.300,316366.766,88,1194,65,3,3.000,49
1303,322013.300,315471.922,88,1223,65,4,3.001,209
1304,321782.300,316100.812,88,1195,65,4,3.001,209
1305,321659.300,316791.733,88,1203,65,3,3.000,49
1306,321915.300,316852.058,88,1206,65,3,3.000,49
1307,320602.300,314976.940,88,1190,65,3,3.000,49
1308,319479.300,314650.214,88,1194,65,3,2.999,49
1309,320603.300,314277.260,88,1218,65,3,2.999,49
1310,321013.300,315569.254,88,1207,65,3,3.000,49
1311,320966.300,315781.201,88,1216,65,3,3.000,49
1312,321582.300,316895.500,88,1218,65,3,2.999,49
1313,321880.300,317033.637,88,1198,65,4,2.999,473
1314,322187.300,317804.063,88,1190,65,4,3.000,473
1315,320540.300,316532.561,97,1203,65,4,3.001,465
1316,320121.300,316565.889,97,1190,65,4,3.001,473
1317,320760.300,317295.791,97,1182,65,4,3.001,473
1318,321095.300,317279.172,97,1143,65,4,3.001,473
1319,321241.300,317070.446,97,1124,65,4,3.002,473
1320,321491.300,318290.545,97,1093,65,4,3.001,473
1321,321478.300,317378.157,129,1114,65,4,3.001,209
1322,321117.300,317504.601,129,1133,65,3,2.999,49
1323,321483.300,318220.434,129,1143,65,3,2.999,45
1324,320866.300,317716.942,97,1176,65,3,2.999,49
1325,321871.300,319192.451,129,1185,65,3,2.999,49
1326,322646.300,319671.190,129,1192,65,3,2.999,49
1327,322364.300,319123.573,129,1165,65,3,3.000,49
1328,321778.300,318708.059,129,1167,65,3,3.000,49
1329,321769.300,318719.539,129,1157,65,3,3.000,49
1330,321870.300,319267.772,129,1176,65,3,3.000,49
1331,322264.300,318704.665,88,1198,65,3,3.000,49
1332,321077.300,317556.594,97,1193,65,3,3.000,49
1333,320477.300,316792.515,97,1170,65,3,3.000,49
1334,320908.300,317206.431,97,1193,65,3,3.000,49
1335,321466.300,317107.226,97,1239,65,3,3.000,49
1336,320818.300,316989.953,97,1198,65,3,3.000,49
1337,321051.300,317487.758,97,1190,65,3,3.000,49
1338,321141.300,317538.470,129,1145,65,3,3.000,49
1339,321261.300,318442.000,129,1146,65,3,3.000,49
1340,322104.300,319226.033,129,1138,65,3,3.000,49
1341,322101.300,318868.618,129,1147,65,3,3.000,49
1342,323701.300,319657.816,129,1119,65,3,3.000,49
1343,322789.300,319408.866,129,1186,65,3,3.000,49
1344,323157.300,320300.270,129,1178,65,3,3.000,49
1345,323061.300,319373.658,129,1153,65,3,3.000,49
1346,322632.300,319813.949,129,1132,65,4,3.001,473
1347,321839.300,318394.277,129,1084,65,3,3.000,49
1348,322207.300,319187.096,129,1055,65,3,3.000,49
1349,321355.300,317686.729,97,1026,65,3,3.000,49
1350,321129.300,317564.715,97,1023,65,3,3.000,49
1351,321518.300,318764.862,65,1008,65,4,3.001,209
1352,325124.400,319859.266,337,1024,65,4,3.001,337
1353,321961.300,319087.389,65,1022,65,3,3.000,49
1354,322408.300,319725.419,65,1002,65,3,3.000,49
1355,322083.300,319032.396,129,1028,65,3,3.000,49
1356,322364.300,318299.934,129,1017,65,3,3.000,49
1357,323495.300,318669.808,129,990,65,4,3.001,209
1358,323454.300,319513.021,129,998,65,4,3.001,209
1359,324501.300,319542.481,88,1015,65,4,3.000,209
1360,323569.300,319065.846,88,1022,65,3,3.000,49
1361,322554.300,318264.688,129,1027,65,3,3.000,49
1362,321562.300,317517.711,88,1039,65,3,3.000,49
1363,323002.300,318533.172,88,1058,65,3,3.000,49
1364,323670.300,319653.333,88,1066,65,3,3.000,49
1365,322547.300,318447.873,129,1035,65,3,2.999,49
1366,322091.300,317949.763,129,1043,65,3,3.000,49
1367,322665.300,317387.717,129,1009,65,3,3.000,49
1368,323222.300,319020.851,129,1029,65,3,3.000,49
1369,324712.300,319828.343,88,1025,65,3,3.000,49
1370,323794.300,318997.347,88,1028,65,3,3.000,49
1371,323201.300,319145.193,88,1036,65,3,3.000,49
1372,324361.300,319215.831,88,984,65,3,3.000,49
1373,324512.300,320124.621,129,988,65,3,3.000,49
1374,324716.300,320088.101,129,1005,65,3,2.999,49
1375,325392.300,320208.752,129,1032,65,3,3.000,49
1376,324591.300,319220.747,88,1055,65,3,3.000,49
1377,324420.300,319314.301,88,1050,65,3,3.000,49
1378,323167.300,319406.283,65,1046,65,3,3.000,49
1379,324019.300,319755.761,65,1041,65,3,3.000,49
1380,323591.300,319376.166,129,998,65,3,3.000,49
1381,323790.300,319762.055,65,987,65,3,3.000,49
1382,323086.300,319791.659,65,1023,65,3,3.000,49
1383,323231.300,319759.407,65,984,65,3,3.000,49
1384,322934.300,319639.559,65,955,65,3,3.000,49
1385,322668.300,318924.655,65,934,65,3,3.000,49
1386,322997.300,319322.515,65,920,65,3,3.000,49
1387,322667.300,319455.986,65,909,65,3,3.000,49
1388,322426.300,319574.263,65,906,65,3,3.000,49
1389,321982.300,318200.695,65,890,65,3,3.000,49
1390,321496.300,317960.031,129,865,65,3,3.000,49
1391,321422.300,317417.692,129,857,65,3,3.000,49
1392,321979.300,317700.795,129,848,65,3,3.000,49
1393,322612.300,318440.571,129,860,65,3,3.000,49
1394,322874.300,318504.789,129,865,65,4,3.000,465
1395,323844.300,319702.663,129,881,65,4,3.001,465
1396,323443.300,319540.230,129,895,65,4,3.001,465
1397,322589.300,318024.731,129,883,65,4,3.001,465
1398,322394.300,317751.174,65,879,65,3,3.000,49
1399,322073.300,317763.713,129,861,65,3,3.000,49
1400,322981.300,318691.349,65,887,65,3,3.000,49
1401,322414.300,317815.282,65,925,65,3,3.000,49
1402,321476.300,317008.118,129,886,65,3,3.000,49
1403,321571.300,316893.324,129,865,65,3,3.000,49
1404,322771.300,318482.021,129,880,65,3,3.000,49
1405,325685.300,317782.081,113,873,65,3,2.999,49
1406,323071.300,319823.772,65,908,65,3,3.000,49
1407,323311.300,319880.152,65,916,65,3,3.000,49
1408,323456.300,319902.228,65,894,65,3,3.000,49
1409,323215.300,319342.385,65,883,65,3,2.999,49
1410,323040.300,318775.468,65,864,65,3,2.999,49
1411,324036.300,319234.389,129,855,65,3,2.999,49
1412,324954.300,319606.575,65,844,65,4,3.001,473
1413,323713.300,319124.042,65,881,65,3,3.000,49
1414,323434.300,318616.580,65,894,65,3,3.000,49
1415,324583.300,319884.221,65,923,65,3,3.000,49
1416,324039.300,320457.256,65,984,65,3,3.000,49
1417,324194.300,320453.947,65,995,65,3,3.000,49
1418,322485.300,318832.422,129,996,65,3,3.000,48
1419,322912.300,319832.687,129,1013,65,3,3.000,48
1420,322506.300,319016.259,129,1012,65,3,3.000,48
1421,322664.300,319543.253,129,1019,65,3,3.000,49
1422,322204.300,319156.028,129,1017,65,3,2.999,49
1423,321822.300,318338.534,129,1054,65,3,2.999,49
1424,321783.300,318644.217,129,1056,65,3,2.999,49
1425,322221.300,319048.209,65,1057,65,4,3.001,217
1426,321889.300,317588.977,65,1016,65,3,2.999,49
1427,322186.300,317076.400,65,985,65,3,2.999,49
1428,321276.300,315776.577,65,976,65,3,3.000,49
1429,322004.300,317523.516,65,949,65,3,3.000,49
1430,322296.300,317382.832,129,956,65,3,3.000,49
1431,322267.300,317821.842,65,932,65,3,3.000,49
1432,321045.300,316587.496,129,923,65,4,3.001,217
1433,322090.300,318925.651,65,943,65,3,3.000,49
1434,323041.300,319212.831,65,930,65,4,3.001,465
1435,322868.300,318636.130,65,974,65,3,3.000,49
1436,322972.300,319132.691,65,967,65,3,3.000,49
1437,322924.300,320011.307,129,977,65,3,2.999,49
1438,322442.300,318820.064,65,944,65,3,3.000,49
1439,323086.300,319375.703,129,962,65,4,3.001,209
1440,321529.300,317532.557,129,962,65,3,3.000,49
1441,321589.300,317958.305,129,948,65,3,2.999,49
1442,322022.300,318781.734,65,969,65,4,3.001,217
1443,322524.300,318514.607,65,939,65,4,3.001,217
1444,321440.300,317946.185,65,937,65,3,3.000,49
1445,320695.300,317312.658,65,967,65,3,3.000,49
1446,320909.300,317659.120,65,940,65,3,3.000,49
1447,321096.300,318037.471,65,951,65,3,3.000,49
1448,320974.300,318055.235,97,906,65,3,3.000,49
1449,320876.300,317651.134,65,900,65,3,3.000,49
1450,323044.300,317704.629,113,886,65,3,3.000,49
1451,327689.300,318244.585,113,874,65,4,3.001,209
1452,321597.300,318647.920,65,871,65,4,3.001,209
1453,321107.300,317823.628,65,850,65,4,3.001,209
1454,320541.300,317552.001,129,852,65,4,3.002,209
1455,322689.300,319204.927,65,806,65,3,3.000,49
1456,335504.300,317522.512,113,829,65,3,3.000,49
1457,332572.300,316369.114,113,822,65,3,3.000,49
1458,332608.300,315783.961,113,806,65,3,3.000,49
1459,332912.300,313641.664,113,779,65,3,3.000,49
1460,330292.300,315000.144,113,797,65,3,3.000,45
1461,332724.300,315760.886,109,784,65,3,3.000,49
1462,333328.300,316530.496,113,779,65,3,3.000,49
1463,325096.300,317117.196,113,806,65,3,3.000,49
1464,321609.300,316832.336,65,830,65,3,3.000,49
1465,320881.300,316367.245,65,847,65,3,3.000,49
1466,319890.300,315949.461,65,866,65,3,3.000,49
1467,319724.300,316176.134,65,855,65,3,3.000,49
1468,320432.300,317013.765,65,848,65,3,3.000,49
1469,319573.300,316416.849,65,857,65,3,3.000,49
1470,319797.300,315365.211,88,880,65,3,3.000,45
1471,322244.300,317224.517,88,879,65,3,3.000,49
1472,322824.300,318009.279,88,891,65,3,3.000,45
1473,322296.300,318132.158,88,878,65,3,3.000,47
1474,323190.300,318787.419,88,881,65,3,3.000,47
1475,322272.300,317722.894,88,870,65,3,3.000,47
1476,320799.300,317929.681,88,826,65,3,3.000,47
1477,319812.300,317297.612,65,793,65,3,3.000,47
1478,320287.300,317038.859,65,786,65,3,3.000,47
1479,321174.300,317950.176,65,794,65,3,3.000,47
1480,321205.300,317500.118,65,804,65,3,3.000,47
1481,322379.300,318742.968,65,783,65,3,3.000,49
1482,323066.300,318986.065,65,799,65,4,3.001,665
1483,320596.300,317494.492,65,789,65,4,3.001,665
1484,321175.300,317349.904,65,803,65,3,3.000,49
1485,320473.300,317257.649,65,810,65,3,3.000,49
1486,320576.300,316544.787,113,806,65,3,3.000,49
1487,321404.300,316797.784,65,818,65,3,3.000,49
1488,320241.300,316205.431,65,842,65,4,3.001,512
1489,319250.300,315212.934,65,856,65,4,3.001,512
1490,318512.300,314349.458,65,857,65,4,3.001,512
1491,319033.300,315194.522,65,873,65,4,3.001,512
