Generation,Best_F,Mean_F,Fittest_ID,Highest_Count,Most_Common_ID,Highest_Mem,Mean_Mem,Most_Mem_ID
1507,376943.500000,2982.430600,1346,1777,1347,5,0.051000,835
1508,428676.500000,3221.431900,834,1773,1347,5,0.054000,834
1509,427033.500000,3073.783150,834,1761,1347,5,0.051500,834
1510,428033.500000,2798.519650,834,1759,1347,5,0.046500,834
1511,374119.500000,2748.791150,1346,1764,1347,5,0.046500,835
1512,373026.500000,2762.706200,1346,1764,1347,5,0.047000,827
1513,371746.500000,2428.569700,1346,1759,1347,5,0.042000,835
1514,370308.500000,2407.825150,1346,1742,1347,5,0.041500,835
1515,370791.500000,2775.782700,1346,1735,1347,5,0.047000,835
1516,371425.500000,2732.681200,1346,1740,1347,5,0.047000,835
1517,371456.500000,2733.011200,1346,1741,1347,5,0.047000,835
1518,370837.500000,2735.901200,1346,1701,1347,5,0.047000,835
1519,370099.500000,2931.392200,1346,1721,1347,5,0.052000,835
1520,368162.500000,2738.327200,1346,1693,1347,5,0.047000,835
1521,367328.500000,2737.164200,1346,1684,1347,5,0.047000,835
1522,366230.500000,2944.384950,1346,1668,1347,5,0.049500,835
1523,405541.500000,3314.538200,834,1645,1347,6,0.057000,8131
1524,407446.500000,2758.264950,834,1652,1347,5,0.044500,834
1525,404406.500000,2855.980700,834,1625,1347,5,0.047000,834
1526,402626.500000,2294.971250,834,1622,1347,5,0.037500,834
1527,392038.500000,2289.441500,834,1562,1347,5,0.040000,834
1528,391694.500000,2245.890750,834,1567,1347,5,0.037500,834
1529,389899.500000,2645.528500,834,1541,1347,5,0.045000,834
1530,383595.500000,2774.394750,834,1505,1347,5,0.047500,834
1531,384904.500000,2931.420000,834,1511,1347,5,0.050000,834
1532,383502.500000,2937.739000,834,1503,1347,5,0.050000,834
1533,382423.500000,3194.813550,834,1491,1347,6,0.055500,8163
1534,375915.500000,3212.342750,834,1456,1347,5,0.057500,827
1535,379391.500000,3059.824750,834,1471,1347,5,0.052500,834
1536,376050.500000,2922.335750,834,1458,1347,5,0.052500,707
1537,374487.500000,3013.939750,834,1439,1347,5,0.052500,834
1538,373991.500000,2984.887500,834,1442,1347,5,0.050000,834
1539,375335.500000,2868.676500,834,1446,1347,5,0.050000,834
1540,373838.500000,3169.351500,834,1445,1347,6,0.055000,8130
1541,369080.500000,3309.850800,834,1404,1347,6,0.058000,8130
1542,371266.500000,3312.113300,834,1410,1347,6,0.058000,8130
1543,370189.500000,3470.670550,834,1377,1347,6,0.060500,8130
1544,360784.500000,3418.133050,834,1341,1347,6,0.060500,8130
1545,354938.500000,3737.860800,834,1316,1347,6,0.068000,8130
1546,355256.500000,3478.530250,834,1304,1347,5,0.062500,707
1547,353300.500000,3403.323750,834,1301,1347,5,0.062500,834
1548,356582.500000,3063.685750,834,1315,1347,5,0.052500,834
1549,350522.500000,2936.209250,834,1269,1347,5,0.052500,834
1550,354550.500000,2617.377250,834,1282,1347,5,0.047500,834
1551,353384.500000,3038.347000,818,1277,1347,5,0.055000,818
1552,355171.500000,3250.950250,834,1269,1347,5,0.057500,834
1553,354652.500000,2954.038250,834,1253,1347,5,0.052500,834
1554,353043.500000,3105.418750,834,1241,1347,5,0.057500,834
1555,352966.500000,3126.603500,834,1245,1347,5,0.055000,834
1556,356304.500000,2984.369250,834,1254,1347,5,0.052500,834
1557,351880.500000,2915.444500,834,1224,1347,5,0.050000,834
1558,357017.500000,3253.836250,834,1231,1347,5,0.057500,834
1559,363490.500000,2847.305500,834,1261,1347,5,0.050000,834
1560,417705.500000,3414.144250,1858,1265,1347,5,0.057500,834
1561,363074.500000,3004.383750,834,1264,1347,5,0.052500,834
1562,368900.500000,3569.802250,826,1311,1347,5,0.062500,826
1563,370264.500000,3413.956800,826,1326,1347,6,0.058000,8131
1564,371880.500000,3837.408050,826,1329,1347,6,0.070500,8131
1565,417384.500000,3773.042250,1858,1306,1347,5,0.067500,826
1566,416972.500000,3580.793000,1858,1308,1347,5,0.060000,826
1567,365600.500000,3221.155450,834,1287,1347,5,0.054500,827
1568,367347.500000,3233.515700,834,1305,1347,5,0.057000,827
1569,374583.500000,3086.008500,834,1342,1347,5,0.055000,834
1570,375483.500000,3389.973750,834,1362,1347,5,0.062500,834
1571,372918.500000,3607.453500,834,1340,1347,5,0.065000,834
1572,375877.500000,3001.361300,834,1353,1347,6,0.053000,8131
1573,376540.500000,3318.303000,818,1360,1347,5,0.060000,818
1574,376239.500000,2901.539500,834,1366,1347,5,0.050000,834
1575,370613.500000,2833.910750,826,1328,1347,5,0.047500,826
1576,362961.500000,3467.547000,826,1272,1347,5,0.060000,826
1577,363335.500000,3398.909500,826,1263,1347,5,0.060000,819
1578,361418.500000,3793.095500,826,1257,1347,5,0.070000,826
1579,356787.500000,3806.395000,826,1241,1347,5,0.070000,826
1580,360817.500000,3271.923350,826,1251,1347,6,0.058500,7108
1581,362165.500000,3428.708600,818,1253,1347,6,0.061000,7108
1582,359617.500000,3467.731050,826,1245,1347,6,0.065500,8163
1583,354861.500000,3287.623250,826,1184,1347,5,0.062500,707
1584,349235.500000,3007.458500,826,1173,1347,5,0.055000,826
1585,391433.500000,3291.253300,1858,1180,1347,6,0.058000,4066
1586,347397.500000,3736.188250,818,1175,1347,5,0.067500,706
1587,346549.500000,3621.658500,818,1157,1347,5,0.070000,706
1588,344566.500000,3692.018300,818,1142,1347,6,0.068000,4035
1589,339603.500000,3548.118050,818,1123,1347,6,0.065500,4035
1590,386680.500000,3827.731750,1858,1138,1347,5,0.067500,818
1591,386404.500000,3875.408550,1858,1131,1347,6,0.070500,8163
1592,383690.500000,3516.734050,1858,1121,1347,6,0.065500,8163
1593,387809.500000,3526.306500,1858,1145,1347,6,0.065000,4067
1594,383550.500000,3158.153250,1858,1145,1347,5,0.057500,818
1595,382079.500000,3720.355450,1858,1131,1347,5,0.069500,818
1596,379884.500000,3045.142500,1858,1121,1347,5,0.055000,818
1597,379778.500000,3061.290000,1858,1152,1347,5,0.055000,818
1598,384402.500000,3044.959000,1858,1188,1347,5,0.055000,690
1599,378101.500000,3406.234800,1858,1173,1347,6,0.063000,4067
1600,373853.500000,4028.875550,1858,1144,1347,6,0.075500,4067
1601,372977.500000,3521.409000,1858,1154,1347,5,0.065000,818
1602,370407.500000,4180.879700,1850,1134,1347,5,0.077000,706
1603,369845.500000,4026.636000,1850,1153,1347,5,0.075000,818
1604,368717.500000,4072.690000,1850,1136,1347,5,0.075000,706
1605,371228.500000,3959.080250,1850,1154,1347,5,0.072500,706
1606,368645.500000,3908.380500,1850,1122,1347,5,0.075000,706
1607,364445.500000,3861.009750,1850,1126,1347,5,0.072500,818
1608,364819.500000,3796.432500,1850,1153,1347,5,0.070000,818
1609,360366.500000,3451.688250,1850,1135,1347,5,0.062500,818
1610,362120.500000,3543.820450,1850,1139,1347,5,0.064500,818
1611,360888.500000,3066.020750,1850,1165,1347,5,0.057500,706
1612,357455.500000,3054.049750,1850,1144,1347,5,0.057500,706
1613,357685.500000,3487.545750,1842,1112,1347,5,0.067500,706
1614,356020.500000,3344.471750,1842,1116,1347,5,0.062500,706
1615,347119.500000,3765.689450,1842,1079,1347,5,0.074500,706
1616,336508.500000,3807.267200,1850,1018,1347,5,0.077000,706
1617,333416.500000,3797.947700,1850,1013,1347,5,0.077000,706
1618,329084.500000,3581.833700,1850,977,1347,5,0.072000,706
1619,329092.500000,3554.527950,1850,966,1347,5,0.074500,706
1620,323842.500000,3401.646950,1850,934,1347,5,0.069500,706
1621,315307.500000,3488.784450,1842,870,1347,5,0.074500,706
1622,308654.500000,3445.989700,1842,823,1347,5,0.072000,706
1623,307460.500000,4019.679950,1842,817,1347,5,0.084500,706
1624,307841.500000,4089.744250,1842,801,1347,6,0.087500,7122
1625,307675.500000,4171.990000,1842,813,1347,5,0.090000,706
1626,297045.500000,4271.767050,1842,758,1347,6,0.095500,9186
1627,298575.500000,4224.575050,1842,770,1347,6,0.095500,9186
1628,301734.500000,4272.945550,1854,743,1347,6,0.095500,9186
1629,295292.500000,3968.693250,1854,707,1347,5,0.087500,706
1630,291062.500000,4092.843550,1854,672,1347,6,0.090500,8131
1631,287640.500000,4088.679050,1854,648,1347,6,0.090500,8131
1632,284012.500000,3852.533750,1854,620,1347,5,0.087500,706
1633,279695.500000,4349.206750,1854,598,834,5,0.097500,706
1634,287456.500000,3937.394000,706,557,834,5,0.090000,706
1635,283021.500000,3687.210000,1219,567,834,5,0.085000,818
1636,275465.500000,3891.298750,1722,637,834,5,0.092500,818
1637,277346.500000,3793.227000,1219,641,834,5,0.090000,818
1638,276159.500000,4541.802250,1219,669,834,5,0.107500,818
1639,276573.500000,4427.689000,1722,665,834,5,0.105000,810
1640,278716.500000,4185.986250,1219,691,834,5,0.102500,810
1641,314364.500000,3925.483500,698,686,834,5,0.095000,698
1642,274810.500000,3801.389200,1722,755,834,5,0.092000,810
1643,302972.500000,4030.241200,706,757,834,5,0.097000,706
1644,267837.500000,4082.502200,1722,784,834,5,0.102000,810
1645,264648.500000,3793.971550,1722,831,834,6,0.095500,7098
1646,285632.500000,3833.261050,706,865,834,6,0.100500,7098
1647,282564.500000,3398.925500,706,859,834,6,0.085000,7098
1648,280184.500000,3551.730550,706,866,834,6,0.090500,7098
1649,295760.500000,3758.542550,706,829,834,6,0.095500,7098
1650,318222.500000,3744.353300,1724,830,834,6,0.093000,7098
1651,329153.500000,4014.543300,1731,801,834,6,0.098000,7098
1652,330717.500000,4189.350300,1731,785,834,6,0.103000,3002
1653,346952.500000,4554.956350,1731,731,834,6,0.113500,3002
1654,337077.500000,4464.540350,1731,740,834,6,0.108500,3002
1655,332632.500000,4477.471350,1731,738,834,6,0.108500,3002
1656,328721.500000,4189.971800,1731,700,834,6,0.103000,7098
1657,320806.500000,4589.112800,1731,685,834,6,0.113000,7098
1658,304137.500000,4429.825550,1731,706,834,6,0.110500,7098
1659,300581.500000,4257.950800,1731,694,834,6,0.108000,7098
1660,294912.500000,4334.083850,698,635,834,6,0.113500,7098
1661,279776.500000,4324.240000,698,635,834,5,0.115000,698
1662,262828.500000,3896.932000,690,588,834,5,0.110000,690
1663,244224.500000,3706.158500,690,557,706,5,0.110000,690
1664,224604.500000,3446.869000,690,713,706,5,0.110000,690
1665,209716.500000,3390.757250,690,786,706,5,0.112500,690
1666,180516.500000,2768.361500,690,940,706,5,0.100000,690
1667,164088.500000,2535.054750,690,1002,706,5,0.097500,690
1668,150740.500000,2239.007500,690,1104,706,5,0.090000,690
1669,144580.500000,2086.598250,1347,1159,706,5,0.087500,690
1670,142882.500000,1978.840250,1347,1176,706,5,0.082500,690
1671,142903.500000,2085.656750,1347,1176,706,5,0.087500,690
1672,143197.500000,2225.284750,1347,1189,706,5,0.092500,690
1673,144238.500000,2154.340000,1347,1158,706,5,0.090000,690
1674,145946.500000,2266.483750,1347,1118,706,5,0.092500,690
1675,146789.500000,2105.174500,1347,1084,706,5,0.085000,690
1676,147813.500000,2078.457300,1347,1071,706,6,0.083000,2754
1677,149397.500000,2143.014950,1347,1052,706,5,0.084500,690
1678,149717.500000,2305.675700,1347,1044,706,5,0.092000,690
1679,149768.500000,2207.259700,1347,1042,706,5,0.087000,690
1680,151606.500000,2457.218700,1379,1013,706,5,0.097000,690
1681,152642.500000,2720.430250,1379,992,706,5,0.107500,690
1682,153763.500000,2799.341950,1379,939,706,5,0.109500,690
1683,153451.500000,2718.587700,1379,933,706,5,0.107000,690
1684,154141.500000,2856.093950,1347,933,706,5,0.109500,690
1685,158741.500000,2843.854200,1347,850,706,5,0.107000,690
1686,159884.500000,2775.114450,1347,818,706,5,0.104500,690
1687,161544.500000,2664.978450,1347,764,706,5,0.099500,690
1688,165696.500000,2575.884750,1347,713,706,6,0.097500,2786
1689,169503.500000,2624.359550,1347,680,706,6,0.100500,2786
1690,173335.500000,3075.721350,1347,647,706,6,0.113500,2786
1691,185072.500000,3060.892450,1331,564,706,5,0.109500,690
1692,192449.500000,3082.522450,1331,574,834,5,0.104500,690
1693,196859.500000,3346.298200,1331,591,834,6,0.112000,7106
1694,200959.500000,3570.891250,1331,609,834,6,0.117500,7106
1695,209501.500000,3510.176500,1347,598,834,6,0.110000,7106
1696,220846.500000,3429.223700,1347,593,834,5,0.102000,690
1697,225311.500000,3323.704700,1347,613,834,5,0.097000,690
1698,231417.500000,3659.957450,1347,615,834,5,0.104500,690
1699,238687.500000,3592.425950,1842,638,834,5,0.099500,690
1700,246914.500000,3417.648200,1842,595,834,5,0.092000,690
1701,255424.500000,3355.683750,1842,645,1347,5,0.087500,698
1702,260655.500000,3243.844200,1842,672,1347,5,0.082000,698
1703,268598.500000,3471.478700,1842,724,1347,5,0.087000,698
1704,267835.500000,3440.834700,1842,727,1347,5,0.087000,690
1705,263924.500000,3231.168750,1842,703,1347,5,0.082500,690
1706,264659.500000,3281.846250,1842,719,1347,5,0.082500,690
1707,267116.500000,3455.212000,1842,724,1347,5,0.085000,698
1708,296540.500000,3660.807750,1333,772,1347,5,0.087500,698
1709,271148.500000,3607.164950,1842,752,1347,5,0.089500,698
1710,272600.500000,3411.175200,1842,768,1347,5,0.082000,698
1711,266343.500000,3225.468450,1842,719,1347,5,0.079500,698
1712,265570.500000,3430.715050,1842,720,1347,6,0.085500,8165
1713,262497.500000,3363.424250,1842,696,1347,5,0.082500,690
1714,258293.500000,3447.396750,1842,674,1347,5,0.087500,690
1715,260075.500000,3216.942750,1842,674,1347,5,0.082500,690
1716,254384.500000,2991.909000,1842,640,1347,5,0.075000,690
1717,254698.500000,3104.820450,1842,637,1347,5,0.079500,690
1718,257100.500000,3303.818700,1842,659,1347,5,0.082000,682
1719,253812.500000,3264.993200,1842,639,1347,5,0.082000,690
1720,275235.500000,3516.950250,1851,660,1347,5,0.087500,690
1721,274824.500000,3639.964750,1851,646,1347,5,0.092500,690
1722,258398.500000,3475.154750,1842,659,1347,5,0.087500,682
1723,258268.500000,3667.990800,1842,642,1347,6,0.093000,3042
1724,259755.500000,3461.824500,1842,638,1347,5,0.085000,690
1725,256082.500000,3381.307500,1842,607,1347,5,0.085000,690
1726,252907.500000,3398.168000,1842,583,1347,5,0.085000,682
1727,254637.500000,3680.105750,1842,584,1347,5,0.092500,682
1728,255007.500000,3875.694500,1842,586,1347,5,0.100000,682
1729,256706.500000,3595.668000,1842,593,1347,5,0.090000,682
1730,258030.500000,3631.907500,1842,602,1347,5,0.090000,682
1731,257419.500000,3401.450750,1842,589,1347,5,0.082500,682
1732,255479.500000,3375.269250,1842,562,1347,5,0.082500,690
1733,257865.500000,3724.877500,1842,568,1347,5,0.090000,690
1734,258954.500000,3823.780250,1842,579,1347,5,0.092500,690
1735,248026.500000,3824.550300,1842,510,1347,6,0.093000,4035
1736,245929.500000,3620.394750,1842,521,834,5,0.087500,690
1737,253662.500000,3793.430750,1854,521,834,5,0.092500,690
1738,252586.500000,3556.766750,1854,546,834,5,0.087500,690
1739,250891.500000,3379.207250,1854,555,834,5,0.082500,690
1740,243914.500000,3417.828500,1854,583,834,5,0.085000,690
1741,282461.500000,3309.708250,1333,592,834,5,0.082500,690
1742,243414.500000,3193.015000,1854,570,834,5,0.080000,690
1743,244157.500000,3870.952750,1854,542,834,5,0.097500,690
1744,244383.500000,3860.578750,1854,547,834,5,0.097500,690
1745,241824.500000,4098.538050,690,557,834,6,0.105500,4067
1746,251688.500000,4501.908600,690,539,834,6,0.121000,4067
1747,251792.500000,3755.135600,690,518,834,6,0.101000,4067
1748,257436.500000,3686.278000,690,500,834,5,0.095000,690
1749,256716.500000,4142.942500,690,511,834,5,0.105000,690
1750,257176.500000,4661.857750,690,480,834,5,0.117500,690
1751,251944.500000,4777.042500,682,504,834,5,0.120000,682
1752,247368.500000,4491.367950,682,516,834,5,0.114500,682
1753,251660.500000,3920.610000,682,539,834,5,0.100000,682
1754,245365.500000,3809.259000,1851,516,834,5,0.100000,682
1755,240979.500000,3581.667250,1851,504,834,5,0.092500,682
1756,235885.500000,4017.318500,1851,504,834,5,0.110000,682
1757,233595.500000,3955.733000,1845,483,834,5,0.110000,682
1758,229885.500000,3736.447550,1845,472,834,6,0.105500,6834
1759,226109.500000,3910.941000,1845,479,834,5,0.110000,682
1760,221703.500000,4381.553750,1845,454,834,5,0.127500,682
1761,218824.500000,4553.592750,1845,420,834,6,0.132500,3026
1762,214690.500000,4406.491750,1845,427,834,5,0.127500,682
1763,210871.500000,4266.811500,1845,426,834,5,0.125000,682
1764,210694.500000,4667.078500,1845,394,834,5,0.135000,682
1765,210323.500000,3960.211500,1845,408,834,5,0.115000,682
1766,206998.500000,3754.607000,1845,433,834,5,0.110000,682
1767,208420.500000,4106.055700,1845,414,834,5,0.122000,682
1768,211831.500000,4007.886700,1845,407,834,5,0.117000,682
1769,212470.500000,3941.990500,1845,410,834,5,0.115000,682
1770,216128.500000,4298.128250,1845,413,834,5,0.127500,682
1771,219589.500000,4372.756550,1845,410,834,6,0.130500,5075
1772,224474.500000,4060.272250,1845,442,834,5,0.117500,682
1773,225026.500000,4414.940750,1845,433,834,5,0.127500,682
1774,224457.500000,4447.693750,1845,449,834,5,0.127500,682
1775,225598.500000,4130.453500,1845,457,834,5,0.115000,682
1776,229277.500000,4243.247500,1845,459,834,5,0.115000,682
1777,229192.500000,4275.196500,1845,446,834,5,0.115000,682
1778,229856.500000,4658.126000,1845,421,834,5,0.125000,682
1779,231950.500000,4970.622250,1845,435,834,5,0.132500,682
1780,234070.500000,5138.023250,1845,435,834,5,0.137500,682
1781,234354.500000,5411.704800,1849,434,834,6,0.143000,7130
1782,237709.500000,5544.112750,1849,493,834,5,0.147500,682
1783,238045.500000,6170.932000,1849,491,834,5,0.160000,682
1784,238269.500000,5498.828000,1849,492,834,5,0.140000,682
1785,242936.500000,5853.668500,1715,470,834,5,0.145000,682
1786,243444.500000,6068.016250,1715,462,834,5,0.152500,682
1787,241574.500000,5933.726000,1715,472,834,5,0.150000,682
1788,249660.500000,6134.902750,1333,475,834,5,0.152500,682
1789,248664.500000,6247.029250,1715,477,834,5,0.152500,682
1790,253031.500000,5913.406500,1715,482,834,5,0.145000,682
1791,251516.500000,5862.433750,1715,482,834,5,0.142500,682
1792,245073.500000,5704.670250,1715,481,834,5,0.137500,682
1793,242226.500000,5315.005000,1333,459,834,5,0.130000,682
1794,240715.500000,5293.525500,1333,433,834,5,0.130000,682
1795,239714.500000,5273.692050,1333,410,834,6,0.130500,5045
1796,238662.500000,5089.745250,1333,408,834,5,0.127500,682
1797,236841.500000,4508.033750,1333,423,834,5,0.117500,682
1798,235493.500000,4585.132250,1333,428,834,5,0.122500,682
1799,236233.500000,4840.144000,1333,436,834,5,0.130000,682
1800,232674.500000,5139.072800,1333,385,834,6,0.138000,7090
1801,232100.500000,4889.209550,1333,406,834,6,0.130500,7090
1802,230833.500000,5297.822500,1333,351,834,6,0.140000,7090
1803,228583.500000,5345.693750,1333,337,834,6,0.142500,7090
1804,226834.500000,5002.220750,1333,337,834,6,0.132500,7090
1805,225360.500000,5206.825450,1333,335,834,5,0.139500,682
1806,225655.500000,5526.384950,1333,328,834,5,0.149500,682
1807,223792.500000,5589.479200,1333,344,834,5,0.152000,682
1808,221243.500000,5216.594700,1333,356,834,5,0.147000,682
1809,219414.500000,4842.874700,1333,370,834,5,0.137000,682
1810,218994.500000,4738.245650,1333,376,834,5,0.131500,682
1811,217880.500000,5579.133900,1333,357,834,5,0.159000,682
1812,217264.500000,5355.572650,1333,346,834,5,0.151500,682
1813,216508.500000,5307.324850,1333,359,834,5,0.153500,682
1814,217742.500000,5490.410950,1333,377,834,6,0.164500,6850
1815,218955.500000,5443.302500,1333,387,834,6,0.165000,6850
1816,219710.500000,5169.238450,1333,371,834,6,0.149500,6850
1817,219244.500000,5400.985300,1333,374,834,5,0.153000,682
1818,222050.500000,5380.005900,1333,370,834,5,0.154000,682
1819,221612.500000,5598.555700,1333,393,834,5,0.162000,682
1820,221645.500000,5709.502900,1333,412,834,5,0.164000,682
1821,225503.500000,6084.909950,1333,404,834,5,0.174500,682
1822,229287.500000,5841.827500,1333,391,834,6,0.165000,5075
1823,236781.500000,5986.017200,1843,423,834,5,0.167000,682
1824,243826.500000,6130.169250,1843,429,834,6,0.167500,7106
1825,251456.500000,6228.543000,1843,385,834,6,0.165000,7106
1826,262184.500000,5955.841650,1843,389,834,5,0.151500,682
1827,273493.500000,5854.102400,1843,373,834,5,0.144000,690
1828,282296.500000,5977.272650,1843,386,1333,5,0.141500,690
1829,285031.500000,5357.683900,1843,380,1333,5,0.124000,690
1830,287846.500000,5492.831200,1843,384,1333,5,0.127000,690
1831,290893.500000,6015.877700,1843,401,1333,5,0.137000,690
1832,292177.500000,6164.549950,1843,410,1333,5,0.139500,682
1833,296046.500000,5723.924450,1843,419,1333,5,0.129500,690
1834,294844.500000,5780.184450,1843,416,1333,5,0.129500,690
1835,292969.500000,5475.849450,1843,427,1333,5,0.119500,690
1836,291682.500000,5709.873000,819,431,1333,6,0.125000,3010
1837,291584.500000,5589.318250,819,423,1333,6,0.122500,3010
1838,289790.500000,5717.193000,819,414,1333,6,0.125000,3010
1839,290849.500000,5460.873200,819,388,1333,5,0.117000,690
1840,296221.400000,5561.967900,435,390,834,5,0.119000,690
1841,304854.400000,5979.707450,435,409,834,5,0.129500,682
1842,299786.400000,5864.180450,435,445,834,5,0.129500,682
1843,295526.400000,6170.261950,435,445,834,5,0.139500,682
1844,294034.400000,5293.151700,435,452,834,5,0.117000,682
1845,285147.400000,5201.375200,435,482,834,5,0.117000,682
1846,286332.400000,5649.250900,427,485,834,5,0.124000,682
1847,289139.400000,6313.909700,435,484,834,5,0.142000,682
1848,283965.400000,5922.582950,435,511,834,5,0.134500,682
1849,279263.400000,5561.151350,435,530,834,5,0.123500,682
1850,278258.400000,5837.346200,435,522,834,6,0.132000,7106
1851,279797.400000,5753.043200,435,520,834,6,0.132000,7106
1852,276677.500000,5781.849700,1732,518,834,5,0.132000,682
1853,279981.500000,5426.801650,1732,522,834,5,0.121500,682
1854,272417.500000,5810.805400,1732,526,834,6,0.134000,9171
1855,271932.500000,6080.762250,1732,541,834,6,0.142500,9171
1856,266406.500000,5737.523500,1732,533,834,6,0.135000,9171
1857,261684.500000,5680.697950,1732,542,834,6,0.134500,2994
1858,257868.400000,5537.071050,179,540,834,5,0.125500,690
1859,263504.500000,5721.333150,690,495,834,5,0.131500,690
1860,255404.500000,5125.912350,690,526,834,5,0.118500,690
1861,252200.500000,5315.515300,690,522,834,5,0.123000,690
1862,255397.500000,5805.685000,1716,530,834,5,0.135000,690
1863,254914.500000,5826.774750,1716,507,834,5,0.137500,690
1864,251516.500000,5734.143100,690,549,834,5,0.136000,690
1865,252780.500000,5726.894900,690,540,834,5,0.139000,690
1866,246528.500000,5565.904400,690,537,834,5,0.139000,690
1867,243064.500000,5149.917800,690,544,834,5,0.128000,690
1868,241904.500000,6156.461600,682,541,834,5,0.156000,682
1869,236828.500000,5258.563100,682,570,834,5,0.136000,682
1870,227804.500000,4838.670450,682,575,834,5,0.124500,682
1871,217140.500000,4366.353150,690,583,834,5,0.116500,690
1872,217073.500000,4778.904400,1365,576,834,5,0.129000,682
1873,215822.500000,4764.836650,1365,573,834,5,0.131500,690
1874,215018.500000,4890.814900,1365,574,834,5,0.134000,682
1875,215599.500000,4676.717400,1365,578,834,5,0.129000,690
1876,213746.500000,4817.378700,1365,522,834,5,0.137000,690
1877,216586.500000,4791.543200,1365,546,834,5,0.132000,690
1878,216688.500000,4619.846700,1365,569,834,5,0.127000,690
1879,218033.500000,4461.655650,1365,574,834,5,0.121500,690
1880,220296.500000,5137.894450,1365,579,834,6,0.139500,2995
1881,219711.500000,5042.936400,1849,547,834,6,0.134000,2995
1882,225011.500000,4920.923400,1865,559,834,6,0.129000,2995
1883,226828.500000,5205.157700,1865,571,834,6,0.137000,2995
1884,229746.500000,5564.365200,1865,591,834,6,0.147000,2995
1885,236898.500000,5794.786700,1865,613,834,6,0.147000,2995
1886,240602.500000,5858.635500,1865,587,834,6,0.150000,2995
1887,241104.500000,6042.240900,1865,606,834,5,0.149000,682
1888,241733.500000,5714.398900,1865,628,834,5,0.139000,682
1889,241841.500000,5813.513450,1865,594,834,6,0.139500,3042
1890,247979.500000,5510.391700,1865,606,834,6,0.132000,3042
1891,250741.400000,5188.479400,435,566,834,5,0.119000,682
1892,252260.500000,5169.463450,1865,575,834,5,0.119500,682
1893,251733.500000,5349.934700,1865,585,834,5,0.122000,682
1894,258763.400000,5638.862450,435,575,834,5,0.129500,682
1895,252033.500000,5021.969450,1865,595,834,5,0.119500,682
1896,250522.500000,4980.282700,1865,641,834,5,0.122000,682
1897,256049.500000,5444.168700,1865,652,834,5,0.132000,682
1898,254472.500000,5209.805200,1865,649,834,5,0.122000,682
1899,249883.500000,5023.011200,1865,622,834,5,0.117000,682
1900,252348.500000,5372.731950,1865,622,834,5,0.124500,682
1901,248270.500000,5187.026200,1865,618,834,5,0.122000,682
1902,244970.500000,5317.658200,1865,620,834,5,0.132000,682
1903,242256.400000,5615.093950,435,604,834,5,0.134500,682
1904,245050.400000,5938.466100,435,624,834,5,0.141000,682
1905,252580.400000,5754.445750,435,609,834,5,0.137500,682
1906,252008.500000,5599.098150,682,614,834,5,0.136500,682
1907,254656.500000,6053.006600,682,590,834,5,0.146000,682
1908,258576.500000,5936.135650,682,581,834,5,0.146500,682
1909,263064.500000,5917.049450,682,539,834,6,0.149500,3010
1910,258852.500000,5819.028400,682,528,834,6,0.144000,3010
1911,251096.500000,5712.287350,682,521,834,6,0.143500,3010
1912,243372.500000,5293.937900,682,500,834,6,0.134000,3010
1913,235816.500000,5082.918700,682,475,834,6,0.132000,3010
1914,228388.500000,4757.584950,682,489,834,6,0.129500,3010
1915,214112.500000,4820.642900,682,457,834,6,0.139000,3010
1916,203452.500000,4561.327950,682,440,834,6,0.134500,3010
1917,184224.500000,4584.625950,682,421,834,6,0.144500,3010
1918,181096.500000,4333.476700,1333,371,834,6,0.137000,3010
1919,179114.500000,4179.859750,1365,363,834,6,0.137500,3010
1920,179501.500000,3973.702500,1365,350,834,6,0.130000,3010
1921,183343.500000,4070.664700,1365,371,834,6,0.132000,3010
1922,185998.500000,3846.454950,1365,392,834,5,0.124500,682
1923,188877.500000,4130.010950,1365,406,834,5,0.134500,682
1924,190682.500000,3951.492700,1365,435,834,5,0.127000,682
1925,193813.500000,3953.288200,1365,440,834,5,0.127000,682
1926,197530.500000,4125.877750,1333,464,834,5,0.132500,682
1927,207173.500000,4171.325750,1843,460,834,5,0.127500,682
1928,215534.500000,4457.045500,1843,483,834,5,0.135000,682
1929,218864.500000,4614.989250,1861,458,834,6,0.137500,2778
1930,231072.500000,4159.100500,1861,495,819,5,0.120000,682
1931,240241.500000,4236.083500,1861,540,819,5,0.120000,682
1932,252919.500000,4143.744000,1843,582,819,5,0.115000,682
1933,258777.500000,4568.489500,1843,598,819,5,0.120000,690
1934,260763.500000,4802.544250,1865,607,819,5,0.122500,690
1935,265020.500000,4864.424000,1865,670,819,5,0.125000,690
1936,265937.500000,4727.784750,1865,654,819,5,0.117500,682
1937,264677.500000,4640.663250,1865,645,819,5,0.112500,682
1938,264772.500000,4951.176250,1865,616,819,5,0.117500,682
1939,263682.500000,5203.552250,1865,621,819,5,0.122500,682
1940,262052.500000,5359.999750,1865,611,819,5,0.127500,682
1941,259223.500000,5565.698700,1865,584,819,5,0.132000,682
1942,256861.500000,4759.150250,1865,612,819,5,0.107500,682
1943,258816.500000,4628.025750,682,606,819,5,0.107500,682
1944,254908.500000,4764.499250,682,629,819,5,0.112500,682
1945,265915.500000,5107.406300,1733,610,819,6,0.123000,9157
1946,269160.500000,4775.267250,1715,583,819,5,0.112500,682
