Generation,Best_F,Mean_F,Fittest_ID,Highest_Count,Most_Common_ID,Highest_Mem,Mean_Mem,Most_Mem_ID
39,269101.300000,4094.544900,57,598,57,4,0.054000,433
40,268531.300000,4415.708850,57,657,57,4,0.058500,177
41,271449.300000,4221.375550,57,739,57,4,0.055500,177
42,286954.300000,4069.321350,165,781,57,3,0.048500,44
43,301186.300000,4343.293550,165,801,57,3,0.050500,44
44,318818.300000,4279.649250,165,841,57,3,0.047500,44
45,332721.300000,4173.988950,165,859,57,3,0.044500,44
46,336993.300000,4092.269300,168,867,57,3,0.043000,44
47,343437.300000,4492.816050,163,839,57,3,0.045500,44
48,344098.300000,5172.545800,163,842,57,3,0.053000,44
49,346806.300000,5365.007950,163,839,57,3,0.054500,45
50,346693.300000,4754.480700,169,830,57,3,0.047000,45
51,347247.300000,4840.646700,167,803,57,3,0.047000,45
52,348411.300000,5417.993150,161,770,57,3,0.051500,45
53,357945.300000,5829.898600,161,753,57,4,0.056000,221
54,359320.300000,5939.122750,161,786,57,4,0.057500,221
55,368901.300000,6074.966700,161,746,57,4,0.057000,485
56,375916.300000,6301.535350,161,717,57,4,0.058500,485
57,376541.300000,6315.424850,161,727,57,4,0.058500,485
58,382980.300000,5886.070850,161,689,57,3,0.053500,45
59,393676.300000,5930.219350,145,687,57,3,0.053500,45
60,396995.300000,5795.920250,145,691,57,3,0.052500,45
61,401756.300000,6188.369050,145,685,57,3,0.055500,45
62,412542.300000,6069.637400,145,662,57,3,0.054000,45
63,407260.300000,6286.135700,145,682,57,3,0.057000,45
64,412681.300000,5941.533900,145,668,57,3,0.054000,45
65,409603.300000,6188.099700,145,674,57,3,0.057000,45
66,407624.300000,5781.944400,145,665,57,3,0.054000,45
67,407243.300000,5926.203600,145,643,57,4,0.056000,449
68,403925.300000,5626.527900,145,650,57,3,0.054000,45
69,390160.300000,5459.063400,113,666,57,3,0.054000,45
70,375484.300000,5227.935750,113,686,57,3,0.052500,45
71,359224.300000,4906.139100,109,703,57,3,0.051000,45
72,344964.300000,4603.355950,109,742,57,3,0.049500,45
73,335608.300000,4910.943400,109,773,57,3,0.054000,45
74,314996.300000,5346.639450,109,820,57,3,0.059500,43
75,298260.300000,5320.886750,109,895,57,3,0.062500,43
76,291685.300000,4752.483600,57,926,57,3,0.056000,45
77,284996.300000,4817.949050,57,999,57,3,0.060500,45
78,280551.300000,4381.381150,57,1064,57,3,0.056500,45
79,286262.300000,4432.193150,165,1148,57,3,0.056500,45
80,301179.300000,3992.130100,165,1235,57,3,0.051000,45
81,309759.300000,3684.123150,165,1279,57,3,0.046500,43
82,314947.300000,3972.274450,165,1280,57,3,0.049500,43
83,315602.300000,4079.049150,165,1288,57,4,0.051500,481
84,324674.300000,3969.043950,165,1316,57,3,0.049500,43
85,329305.300000,4094.663100,165,1342,57,3,0.051000,45
86,333790.300000,3993.067800,165,1334,57,3,0.048000,43
87,338866.300000,3978.311600,165,1367,57,3,0.046000,45
88,347972.300000,3782.760400,165,1380,57,4,0.044000,657
89,353163.300000,3779.244950,168,1393,57,4,0.044500,193
90,357974.300000,3784.604250,164,1382,57,4,0.042500,193
91,359003.300000,3833.171800,168,1365,57,4,0.043000,201
92,360901.300000,4176.089450,165,1354,57,4,0.044500,201
93,359439.300000,4227.832950,169,1305,57,4,0.044500,201
94,359028.300000,4215.350950,165,1284,57,4,0.044500,201
95,358602.300000,4578.533850,169,1269,57,4,0.048500,457
96,359711.300000,4713.182350,165,1239,57,4,0.048500,457
97,360344.300000,4843.968950,167,1222,57,3,0.049500,43
98,365599.400000,5018.290950,417,1150,57,4,0.049500,417
99,359441.300000,4781.867650,169,1102,57,3,0.046500,45
100,364194.300000,4573.608850,161,1096,57,3,0.043500,45
101,380020.300000,4620.795850,161,1051,57,3,0.043500,45
102,392801.300000,4404.054050,161,985,57,3,0.040500,45
103,404967.300000,4952.717000,161,944,57,3,0.045000,45
104,422112.300000,5310.613150,161,860,57,3,0.046500,45
105,430717.300000,5107.104400,161,802,57,4,0.044000,401
106,437926.300000,5119.324850,161,749,57,3,0.043500,45
107,451008.300000,5075.347200,161,669,57,3,0.042000,45
108,457567.300000,5637.289650,145,634,57,3,0.046500,45
109,461324.300000,5335.796350,113,608,57,3,0.043500,45
110,472564.300000,5860.966800,113,574,169,3,0.048000,45
111,473507.300000,5887.847850,113,551,57,4,0.048500,425
112,465956.300000,5817.931300,113,542,57,3,0.048000,45
113,464356.300000,6204.839250,113,524,57,3,0.052500,45
114,462732.300000,5795.448650,113,512,57,4,0.051500,265
115,448168.300000,5997.922550,113,515,57,3,0.055500,45
116,423124.300000,5503.177550,45,528,57,3,0.055500,45
117,390164.300000,5348.027500,45,549,57,3,0.060000,45
118,355360.300000,4833.409550,45,591,57,4,0.060500,457
119,315596.300000,4193.729950,45,617,57,4,0.059500,369
120,276896.300000,3754.288000,45,653,57,4,0.060000,369
121,244048.300000,3262.276550,45,691,57,4,0.055500,369
122,220041.300000,3016.569250,57,725,57,4,0.052500,457
123,212897.300000,2385.782950,57,799,57,4,0.044500,447
124,208000.300000,2055.274450,57,887,57,4,0.039500,457
125,212654.300000,2033.155800,57,1014,57,4,0.038000,457
126,238995.300000,2283.575450,165,1175,57,4,0.039500,457
127,261500.300000,2503.525750,165,1289,57,4,0.042500,457
128,286156.300000,2658.301750,165,1435,57,4,0.042500,457
129,310842.300000,3041.384700,165,1553,57,4,0.047000,457
130,331134.300000,2743.614100,167,1657,57,4,0.041000,457
131,346234.300000,2531.395650,165,1730,57,4,0.036500,457
132,355213.300000,2307.448700,165,1751,57,4,0.032000,457
133,359037.300000,2650.964000,165,1759,57,4,0.035000,457
134,359983.300000,2570.170800,167,1744,57,3,0.033000,45
135,361061.300000,2427.202000,165,1719,57,3,0.030000,47
136,363382.300000,2774.291300,167,1661,57,3,0.033000,47
137,364092.300000,2454.764850,165,1662,57,3,0.028500,49
138,365236.300000,3162.607600,169,1630,57,3,0.036000,49
139,366183.300000,2863.648150,163,1560,57,3,0.031500,49
140,367901.300000,2836.141000,165,1461,57,3,0.030000,49
141,369276.300000,3214.401850,163,1378,57,4,0.033500,449
142,371560.300000,3445.924500,167,1263,57,4,0.035000,449
143,375434.300000,3871.600800,156,1147,57,4,0.038000,449
144,392384.300000,4337.344600,156,1061,57,4,0.041000,449
145,407654.300000,5275.646850,159,1001,57,4,0.048500,449
146,419008.300000,4536.802000,157,941,57,3,0.040000,49
147,439049.300000,4109.746650,157,855,57,4,0.036500,421
148,453095.300000,4365.944850,157,775,57,4,0.038500,413
149,470960.300000,5513.796250,157,696,57,4,0.047500,413
150,479974.300000,5464.815600,157,649,57,4,0.046000,413
151,481433.300000,5341.291950,157,623,57,4,0.044500,413
152,480635.300000,5646.163250,157,619,57,4,0.047500,413
153,489242.300000,6084.570050,157,576,57,4,0.050500,413
154,498895.300000,5906.151350,157,583,167,4,0.048500,413
155,502102.300000,6293.758100,157,573,167,4,0.051000,413
156,518188.300000,6501.063250,161,545,167,4,0.052500,413
157,511263.300000,6864.942050,161,522,167,4,0.055500,413
158,509016.300000,7212.353900,161,495,167,4,0.059000,413
159,511261.300000,7560.992350,161,451,167,4,0.063500,413
160,492795.300000,7489.436450,161,428,157,4,0.064500,421
161,474590.300000,7718.156500,141,544,157,4,0.070000,421
162,455164.300000,7042.714400,46,660,157,4,0.069000,421
163,436656.300000,6105.672450,46,749,157,4,0.064500,421
164,406532.300000,5798.253650,45,771,157,4,0.066500,191
165,382480.300000,5415.957500,45,759,157,4,0.065000,421
166,348460.300000,4475.866550,45,668,157,3,0.055500,45
167,312084.300000,4173.991050,45,731,49,3,0.055500,45
168,270764.300000,3371.765100,45,877,49,3,0.051000,45
169,235296.300000,2987.717250,45,987,49,3,0.052500,45
170,199884.300000,2283.706150,45,1084,49,3,0.046500,45
171,176043.300000,1878.945500,57,1149,49,3,0.040000,45
172,168121.300000,1787.103200,57,1184,49,3,0.042000,43
173,164302.300000,1724.107150,57,1161,49,3,0.041500,44
174,165610.300000,1589.542400,57,1124,49,3,0.039000,44
175,170175.300000,1711.597200,57,1074,49,3,0.042000,43
176,177939.300000,1569.019750,89,986,49,3,0.037500,44
177,187285.300000,1476.902300,89,871,49,3,0.033000,44
178,200261.300000,1545.296300,89,970,57,3,0.033000,44
179,213847.300000,1551.597650,57,1165,57,3,0.031500,44
180,227880.300000,1624.185650,57,1347,57,3,0.031500,43
181,238655.300000,1472.294200,57,1471,57,3,0.027000,42
182,247378.200000,1412.169850,17,1593,57,3,0.023500,45
183,261483.300000,1574.426100,105,1655,57,4,0.026000,201
184,269516.300000,1366.674750,121,1745,57,3,0.022500,45
185,359927.300000,1684.211050,169,1794,57,3,0.025500,45
186,278345.300000,1092.774650,121,1804,57,3,0.016500,46
187,279933.300000,1029.030000,121,1808,57,3,0.015000,47
188,282498.300000,1384.793650,121,1810,57,4,0.021500,193
189,282873.300000,1456.518600,121,1781,57,4,0.021000,193
190,283976.300000,1589.908100,121,1777,57,4,0.021000,193
191,283538.300000,1592.760200,121,1793,57,4,0.022000,193
192,283635.300000,1528.676550,121,1768,57,4,0.020500,193
193,283443.300000,1317.187800,121,1790,57,3,0.018000,49
194,283226.300000,1516.047050,121,1799,57,3,0.020500,49
195,282883.300000,1376.960750,121,1775,57,3,0.017500,49
196,284328.300000,1384.921750,121,1767,57,3,0.017500,49
197,284033.300000,1819.296400,121,1777,57,4,0.024000,201
198,284473.300000,1961.032200,121,1748,57,4,0.027000,201
199,284486.400000,1656.050650,457,1781,57,4,0.021500,201
200,284528.400000,1810.167450,457,1786,57,4,0.024500,201
201,284870.400000,1948.630650,457,1754,57,4,0.026500,193
202,285248.400000,1875.599950,457,1741,57,4,0.024500,201
203,285494.400000,1801.459800,457,1743,57,4,0.023000,201
204,287060.400000,1989.861100,457,1732,57,4,0.026000,201
205,286681.400000,1965.633100,457,1717,57,4,0.026000,201
206,286928.400000,1891.926950,457,1710,57,4,0.024500,201
207,287147.400000,1895.065450,457,1693,57,4,0.024500,201
208,369478.300000,2166.674350,169,1694,57,4,0.028500,193
209,369089.300000,2616.243900,169,1701,57,4,0.034000,193
210,292180.300000,1941.846550,153,1681,57,4,0.025500,201
211,292952.300000,1954.051000,153,1646,57,4,0.025000,201
212,289181.400000,2175.506750,457,1645,57,4,0.027500,201
213,287968.400000,2037.453150,457,1604,57,4,0.026500,201
214,287283.400000,2312.067700,457,1627,57,4,0.032000,201
215,287389.400000,2280.430000,457,1607,57,4,0.030000,201
216,287613.400000,2360.054150,457,1624,57,4,0.031500,201
217,287834.400000,2585.636950,457,1619,57,4,0.034500,200
218,297211.400000,2619.036900,585,1639,57,4,0.034000,201
219,287778.400000,2626.075450,457,1638,57,4,0.034500,201
220,288303.400000,2179.023250,457,1601,57,4,0.027500,201
221,289250.400000,2305.005950,457,1588,57,4,0.029500,201
222,290219.300000,2578.321300,153,1591,57,4,0.033000,201
223,289099.400000,2245.337550,457,1574,57,4,0.030500,201
224,289128.400000,2302.793500,457,1579,57,4,0.030000,201
225,288235.400000,2068.507100,457,1569,57,4,0.026000,201
226,296304.400000,2349.121000,585,1579,57,4,0.030000,201
227,296668.400000,2336.729150,585,1557,57,4,0.031500,455
228,295881.400000,2154.662500,585,1547,57,4,0.030000,455
229,294791.400000,2154.262950,585,1583,57,4,0.029500,457
230,294568.400000,2014.545250,585,1549,57,4,0.027500,441
231,295090.400000,2090.334900,585,1528,57,4,0.029000,449
232,296038.400000,1913.091550,585,1494,57,4,0.025500,449
233,288062.400000,1756.592800,457,1479,57,4,0.023000,456
234,296554.400000,1932.376000,585,1465,57,4,0.025000,456
235,288639.400000,1817.760100,457,1513,57,4,0.026000,449
236,289499.400000,1878.380450,457,1504,57,4,0.024500,441
237,289888.400000,1920.272050,457,1496,57,4,0.025500,441
238,288306.400000,1793.966900,457,1491,57,4,0.024000,441
239,288416.400000,2170.355450,457,1488,57,4,0.029500,441
240,288253.400000,2541.334450,457,1520,57,4,0.034500,201
241,288326.400000,2904.627500,457,1536,57,4,0.040000,201
242,287289.300000,2648.540600,153,1531,57,4,0.036000,201
243,287740.300000,2293.235050,153,1530,57,4,0.030500,441
244,367471.300000,2288.255500,169,1504,57,4,0.030000,441
245,366864.300000,2347.633500,169,1486,57,4,0.030000,441
246,297511.400000,2572.865400,585,1460,57,4,0.034000,441
247,297058.400000,1815.252400,585,1467,57,4,0.024000,441
248,295847.400000,2032.381700,585,1463,57,4,0.027000,441
249,295686.400000,2400.698150,585,1453,57,4,0.031500,441
250,297437.400000,2518.599300,585,1452,57,4,0.033000,441
251,298080.400000,2596.572050,585,1441,57,4,0.035500,441
252,298330.400000,2759.039250,585,1447,57,4,0.037500,201
253,298944.400000,2721.331600,585,1423,57,4,0.036000,201
254,298298.400000,2184.011400,585,1470,57,4,0.029000,441
255,300110.400000,2660.593600,585,1427,57,4,0.036000,441
256,298755.400000,2685.439100,585,1437,57,4,0.036000,441
257,298494.400000,2640.963100,585,1442,57,4,0.036000,453
258,291213.400000,2538.575600,457,1444,57,4,0.036000,453
259,292128.400000,2875.881450,457,1427,57,4,0.039500,441
260,291498.400000,2849.937400,457,1403,57,4,0.039000,441
261,291880.400000,2951.597550,457,1401,57,4,0.040500,441
262,291324.400000,2920.508400,457,1413,57,4,0.039000,441
263,298044.400000,2686.734700,585,1389,57,4,0.037000,441
264,291325.400000,2628.906150,457,1364,57,4,0.036500,441
265,291034.400000,2078.789800,457,1386,57,4,0.028000,455
266,290913.400000,2473.477300,457,1396,57,4,0.033000,201
267,298506.400000,2614.747050,585,1384,57,4,0.035500,201
268,297275.400000,2793.799100,585,1391,57,4,0.036000,201
269,291555.400000,2706.249650,457,1378,57,4,0.036500,201
270,293038.400000,2980.496000,457,1328,57,4,0.040000,201
271,293647.400000,3087.854650,201,1300,57,4,0.041500,201
272,294410.400000,2939.638050,201,1295,57,4,0.040500,201
273,292422.400000,2815.535900,201,1339,57,4,0.039000,201
274,292464.400000,2618.188600,201,1335,57,4,0.036000,201
275,291647.400000,2699.983700,201,1342,57,4,0.037000,201
276,295478.400000,2631.320100,585,1329,57,4,0.036000,201
277,287607.400000,2561.118600,201,1326,57,4,0.036000,201
278,287026.400000,2652.801750,201,1343,57,4,0.037500,201
279,363764.300000,2902.098900,169,1308,57,4,0.039000,201
280,363154.300000,3299.109450,169,1276,57,5,0.044500,2265
281,362116.300000,2976.037100,169,1300,57,5,0.041000,2265
282,364438.300000,2815.523750,169,1299,57,5,0.037500,2265
283,364314.300000,2409.146650,169,1311,57,4,0.031500,441
284,363282.300000,2889.028400,169,1283,57,4,0.039000,201
285,363267.300000,2840.151350,169,1327,57,4,0.038500,201
286,364962.300000,2997.680100,169,1291,57,4,0.041000,201
287,365094.300000,3328.063400,169,1283,57,4,0.044000,201
288,366120.300000,3506.294000,167,1291,57,4,0.045000,201
289,367077.300000,3333.546400,167,1290,57,4,0.044000,201
290,366685.300000,3398.112900,167,1271,57,4,0.044000,201
291,365787.300000,3261.806250,167,1258,57,4,0.042500,201
292,365243.300000,3402.487450,167,1241,57,4,0.044500,201
293,363855.300000,3548.645100,167,1213,57,4,0.046000,201
294,364138.300000,3750.248250,166,1174,57,4,0.047500,201
295,363726.300000,4017.588050,166,1150,57,4,0.050500,201
296,366479.300000,4156.706200,166,1162,57,4,0.052000,193
297,366219.300000,3929.631300,166,1185,57,4,0.048000,201
298,367665.300000,3782.753250,163,1193,57,4,0.042500,201
299,367100.300000,4192.590250,167,1165,57,4,0.047500,233
300,366375.300000,3451.855400,163,1135,57,4,0.039000,233
301,366540.300000,3575.527150,163,1117,57,4,0.041500,201
302,366189.300000,3856.882450,163,1097,57,4,0.044500,201
303,362676.300000,3819.524250,169,1070,57,4,0.042500,201
304,365832.400000,4104.832900,441,1008,57,4,0.044000,193
305,375225.400000,5150.479700,441,951,57,4,0.057000,193
306,380501.400000,5142.740350,441,919,57,4,0.053500,201
307,389504.400000,5127.198100,441,875,57,4,0.051000,201
308,394026.400000,4848.427850,441,845,57,4,0.048500,201
309,406669.400000,5220.031600,441,814,57,4,0.051000,201
310,416456.400000,5349.245800,441,749,57,4,0.053000,201
311,408287.400000,5466.211550,441,767,57,4,0.055500,201
312,406639.400000,6040.616800,441,741,57,4,0.063000,185
313,410414.400000,5785.539400,441,693,57,4,0.059000,185
314,412148.300000,5558.633750,45,662,57,4,0.057500,201
315,410512.300000,5851.577550,45,623,57,4,0.060500,201
316,408032.300000,5653.351850,45,596,57,4,0.058500,197
317,406728.300000,5811.727550,45,534,57,4,0.060500,197
318,394832.300000,5979.982550,45,492,57,4,0.065500,185
319,376640.300000,6041.146700,45,442,57,4,0.072000,185
320,347076.300000,5023.450550,45,559,49,4,0.065500,185
321,304564.300000,4441.862850,43,706,49,4,0.063500,185
322,268108.300000,3882.120700,43,852,49,4,0.062000,185
323,237388.300000,3440.965750,45,988,49,4,0.062500,184
324,207776.300000,2923.698300,44,1082,49,4,0.058000,185
325,196599.400000,2683.951050,425,1175,49,4,0.055500,185
326,187692.400000,2400.812900,417,1256,49,4,0.054000,185
327,188829.400000,2291.496450,417,1204,49,4,0.054500,185
328,190914.400000,2114.886150,417,1188,49,4,0.051500,185
329,195304.400000,2113.742950,417,1150,49,4,0.049500,185
330,206659.400000,2222.233450,425,1053,49,4,0.049500,185
331,220738.400000,2024.943700,425,949,49,4,0.042000,185
332,236021.400000,2080.213800,425,852,49,4,0.043000,185
333,254353.400000,2574.799900,425,889,57,4,0.049000,185
334,274074.400000,2595.580650,425,1001,57,4,0.046500,185
335,299390.400000,3099.057700,424,1159,57,4,0.052000,185
336,320107.400000,3529.826450,424,1306,57,4,0.054500,185
337,337802.400000,3737.808300,425,1384,57,4,0.053000,185
338,352850.400000,3573.062600,424,1420,57,4,0.046000,185
339,359524.400000,3951.345800,424,1407,57,4,0.048000,185
340,363285.400000,4074.205200,425,1354,57,4,0.047000,200
341,366638.300000,4779.735950,162,1305,57,4,0.054500,197
342,368339.300000,4515.555450,162,1251,57,4,0.049500,197
343,369631.300000,4611.795950,169,1209,57,4,0.049500,197
344,372299.300000,5131.569350,162,1133,57,4,0.053500,197
345,372839.300000,5872.488800,162,1069,57,4,0.063000,185
346,375400.300000,5003.059100,169,997,57,4,0.051000,197
347,376050.300000,5217.350700,167,907,57,4,0.052000,197
348,376605.300000,5423.456850,164,866,57,4,0.053500,201
349,383983.400000,5681.088550,409,811,57,4,0.055500,201
350,400412.300000,6010.572300,160,738,57,4,0.058000,201
351,409710.300000,6814.362550,155,680,57,4,0.065500,201
352,415001.300000,6883.960400,155,671,57,4,0.064000,201
353,421948.300000,6443.815850,155,634,57,4,0.058500,201
354,424990.300000,6863.417250,155,604,57,4,0.062500,201
355,425063.300000,6829.560200,155,579,57,4,0.062000,201
356,427960.300000,7208.802050,155,556,57,4,0.065500,361
357,431395.300000,7813.096050,155,517,57,4,0.070500,297
358,435528.400000,7659.120850,409,534,425,4,0.068500,361
359,432167.400000,7859.604900,409,520,57,4,0.069000,297
360,439425.400000,8279.939650,409,504,57,4,0.071500,297
361,439786.400000,7861.859850,409,499,425,4,0.068500,297
362,445091.400000,8671.783600,409,504,425,4,0.076000,297
363,439993.400000,9091.020750,409,545,425,4,0.082500,297
364,440570.400000,8008.767700,409,545,425,4,0.072000,297
365,445362.300000,8413.001000,161,535,425,4,0.075000,297
366,448753.300000,8818.492450,161,552,425,4,0.079500,297
367,453739.300000,9167.918350,161,563,425,4,0.083500,233
368,453266.300000,8475.342750,161,558,425,4,0.077500,233
369,461796.300000,8961.758550,161,563,425,4,0.080500,233
370,461133.300000,9610.815200,123,528,425,4,0.087000,233
371,465509.300000,9408.759000,123,537,425,4,0.085000,233
372,456843.300000,10158.450950,123,500,425,4,0.094500,233
373,457489.300000,10350.365450,123,474,425,4,0.099500,233
374,461037.400000,10489.033100,345,455,425,4,0.101000,233
375,455994.400000,10771.473100,345,427,425,4,0.106000,233
376,443609.400000,11240.948900,345,387,425,4,0.114000,233
377,440421.400000,10886.276150,343,374,57,4,0.111500,233
378,430586.300000,9226.987200,123,396,57,4,0.097000,233
379,427581.300000,8821.075450,123,406,57,4,0.094500,233
380,407929.300000,8250.313250,123,466,57,4,0.092500,233
381,391364.300000,8276.635450,123,530,57,4,0.094500,233
382,386873.300000,7634.280150,123,526,57,4,0.086500,233
383,377371.300000,8109.874550,123,533,57,4,0.090500,281
384,367398.300000,7415.081800,127,607,57,4,0.083000,281
385,360049.300000,8280.314850,126,646,57,4,0.093500,281
386,352876.300000,7942.378450,121,685,57,4,0.089500,281
387,348414.300000,7840.993450,121,727,57,4,0.089500,281
388,343844.300000,7797.332650,121,770,57,4,0.091500,281
389,339006.300000,7755.741300,121,820,57,4,0.093000,281
390,333855.300000,6863.335850,121,889,57,4,0.083500,281
391,330017.300000,6835.201250,121,941,57,4,0.082500,281
392,325866.300000,6253.901050,121,991,57,4,0.075500,281
393,333232.400000,6425.106950,420,1083,57,4,0.079500,281
394,337054.400000,6249.421200,424,1092,57,4,0.077000,281
395,340752.400000,6146.394250,420,1114,57,4,0.077500,281
396,345381.400000,6201.377750,424,1184,57,4,0.077500,281
397,348306.400000,5699.155150,420,1153,57,4,0.071500,217
398,350767.400000,5609.540900,424,1133,57,4,0.069000,217
399,352937.400000,5512.021200,420,1101,57,4,0.067000,217
400,357753.400000,5762.698450,420,1098,57,4,0.069500,217
401,359395.400000,6255.701350,420,1064,57,4,0.073500,217
402,360953.400000,6159.199550,420,1001,57,4,0.070500,217
403,363443.400000,6087.204000,420,998,57,4,0.070000,217
404,366202.400000,5877.032050,420,959,57,4,0.065500,217
405,367851.400000,6242.276350,420,919,57,4,0.068500,213
406,369831.400000,5719.580600,420,885,57,4,0.061000,217
407,370823.400000,5809.128700,420,849,57,4,0.062000,217
408,371342.400000,5901.668150,424,783,57,4,0.061500,217
409,373648.400000,5531.141650,420,745,57,4,0.056500,296
410,374689.400000,5128.402150,420,730,57,4,0.051500,297
411,374882.400000,5150.067250,420,714,57,4,0.052500,297
412,375370.400000,4884.454850,422,660,57,4,0.048500,297
413,375973.400000,5551.272100,420,632,425,4,0.056000,292
414,376021.400000,5863.134500,420,637,425,4,0.060000,291
415,375947.400000,5950.742550,420,664,425,4,0.060500,291
416,375785.400000,6886.502500,420,697,425,4,0.070000,291
417,376870.400000,6055.280550,420,730,425,4,0.060500,291
418,391785.400000,6868.049300,392,759,425,4,0.068000,291
419,392405.400000,7098.052100,392,756,425,4,0.071000,291
420,399473.400000,7477.945500,392,773,425,4,0.075000,291
421,377147.300000,7335.541850,161,796,425,4,0.073500,281
422,377071.300000,6784.506200,161,778,425,4,0.067000,291
423,378874.300000,7158.599000,161,782,425,4,0.070000,291
424,381986.400000,7862.622700,409,774,425,4,0.077000,291
425,413871.300000,8423.392650,127,795,425,4,0.081500,291
426,384777.400000,8097.513800,409,763,425,4,0.078000,291
427,395197.200000,8767.771400,37,749,425,5,0.084000,2201
428,400331.200000,8644.682700,37,799,425,5,0.082000,2201
429,389372.400000,7880.393100,409,783,425,5,0.076000,2201
430,388681.400000,8131.367800,409,768,425,4,0.078000,291
431,388454.400000,9314.877400,409,745,425,4,0.089000,291
432,397390.400000,9773.395300,401,805,425,4,0.093000,291
433,398844.400000,9661.693500,401,786,425,4,0.095000,291
434,398729.400000,9300.180150,401,775,425,4,0.091500,291
435,434950.400000,8963.688400,392,774,425,4,0.089000,291
436,418452.300000,9253.799700,129,801,425,4,0.092000,280
437,436011.400000,9534.659050,392,808,425,4,0.095500,280
438,433710.400000,9369.153850,392,751,425,4,0.093500,280
439,421143.300000,10110.544050,129,781,425,4,0.100500,280
440,419959.300000,9922.900750,129,792,425,4,0.097500,280
441,420885.300000,10200.096700,129,815,425,5,0.102000,1187
442,425886.300000,9860.729300,129,821,425,5,0.098000,2217
443,455549.400000,10398.897350,345,790,425,5,0.103500,2217
444,456052.400000,9952.507450,345,793,425,5,0.099500,2217
445,454687.400000,9998.583000,345,762,425,5,0.100000,2217
446,455618.400000,10507.345550,345,723,425,5,0.105500,2217
447,450372.400000,9528.252650,345,708,425,5,0.096500,2217
448,452861.400000,9647.625850,345,680,425,5,0.098500,2196
449,412152.300000,8376.383750,129,660,425,5,0.087500,2196
450,410347.300000,8997.241950,129,632,425,5,0.094500,2196
451,408215.300000,9984.838100,129,587,425,5,0.106000,2196
452,403646.300000,9740.272550,129,563,425,5,0.105500,2196
453,422250.300000,8681.463950,127,547,425,5,0.094500,2196
454,392802.300000,9676.145250,129,493,425,5,0.107500,2196
455,405158.400000,10732.699700,216,481,425,5,0.122000,2196
456,408653.300000,10770.081950,127,441,425,5,0.124500,2196
457,392702.400000,9928.388150,216,388,425,5,0.116500,2196
458,396913.300000,9533.589600,128,343,425,5,0.111000,2196
459,388386.300000,9252.785400,125,341,57,5,0.109000,2196
460,380957.300000,9484.177200,125,386,57,5,0.112000,2196
461,387761.300000,10043.446450,113,422,57,5,0.119500,2196
462,391397.300000,9503.968850,113,425,57,5,0.113500,2196
463,384514.300000,10212.745800,113,502,57,5,0.123000,2153
464,376588.300000,9730.968950,113,566,57,5,0.119500,2153
465,371316.300000,10006.315650,113,597,57,5,0.121500,2196
466,372617.300000,9620.161200,113,620,57,5,0.117000,2196
467,340068.300000,8945.934950,57,673,57,5,0.109500,2196
468,335536.300000,8083.812000,57,749,57,5,0.100000,2196
